source,voyage_id,vessel_type,cluster,dwt,n_ports,nz_dest_port,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port,p_invasion
synthetic,syn_06547,Container,3,23357.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.30401383, 0.32956508, 0.3806582, 0.4186517, 0.45281306, 0.48323775]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[3.12856e-05, 3.39151e-05, 3.9173e-05, 4.30829e-05, 5.25294e-05, 5.60578e-05]",0.0002560167
synthetic,syn_06548,Bulker,3,38852.0,5,AUCKLAND,"[0.999998, 0.999993, 1.0, 0.999997]","[0.3579122, 0.57964827, 0.74743926, 0.82489564]","[0.00013088, 0.00013088, 0.00013088, 0.00013088]","[4.6843e-05, 7.58631e-05, 9.78239e-05, 0.000107961]",0.0003284516
synthetic,syn_06549,Bulker,3,40236.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 0.999965, 0.999902, 0.999998]","[0.04762807, 0.12556591, 0.29317978, 0.57319722, 0.68097894, 0.83457148]","[0.00010291, 0.00010291, 0.00010291, 0.00013371, 0.00013371, 0.00013088]","[4.9013e-06, 1.29218e-05, 3.01707e-05, 7.66385e-05, 9.10435e-05, 0.0001092274]",0.000324864
synthetic,syn_06550,Container,3,13048.0,5,TAURANGA,"[0.999989, 0.999968, 0.999999, 1.0]","[0.23512751, 0.27449155, 0.301398, 0.36261899]","[0.00013371, 0.00013371, 0.00013088, 0.00013992]","[3.14382e-05, 3.67006e-05, 3.94466e-05, 5.07393e-05]",0.0001583154
synthetic,syn_06551,General Cargo,3,9793.0,6,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.17171037, 0.22302934, 0.2860598, 0.36326998, 0.49923615]","[0.00011661, 0.0001448, 0.0001448, 0.0001448, 8.735e-05]","[2.00226e-05, 3.22942e-05, 4.14209e-05, 5.26008e-05, 4.36059e-05]",0.0001899303
synthetic,syn_06552,Container,3,12502.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.24557994, 0.26523643, 0.31804892, 0.36018988]","[0.00010291, 0.00010291, 0.00010291, 0.00010291]","[2.52723e-05, 2.72951e-05, 3.273e-05, 3.70666e-05]",0.0001223584
synthetic,syn_06553,Bulker,3,40259.0,7,NELSON,"[1.0, 1.0, 1.0, 1.0, 0.999986, 0.999936]","[0.05919239, 0.14363377, 0.34772932, 0.63296099, 0.81774296, 0.91278831]","[7.567e-05, 7.567e-05, 7.567e-05, 7.567e-05, 0.00010558, 8.814e-05]","[4.4789e-06, 1.08683e-05, 2.63116e-05, 4.78942e-05, 8.63379e-05, 8.04448e-05]",0.0002563114
synthetic,syn_06554,Bulker,3,37705.0,6,NEW PLYMOUTH,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.14082487, 0.31724854, 0.57264453, 0.65911408, 0.70949256]","[7.567e-05, 7.567e-05, 7.567e-05, 7.567e-05, 7.567e-05]","[1.06558e-05, 2.40052e-05, 4.33302e-05, 4.98731e-05, 5.36851e-05]",0.0001815369
synthetic,syn_06555,Container,3,22708.0,7,GISBORNE,"[1.0, 1.0, 1.0, 0.999998, 1.0, 1.0]","[0.23917273, 0.26268185, 0.29026195, 0.33765725, 0.3792589, 0.41504757]","[0.00010291, 0.00010291, 0.00010291, 0.00013371, 0.00010291, 0.00010291]","[2.46129e-05, 2.70322e-05, 2.98704e-05, 4.51475e-05, 3.9029e-05, 4.2712e-05]",0.0002083861
synthetic,syn_06556,Container,3,22708.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999989, 0.999493]","[0.31182407, 0.32928765, 0.35466873, 0.39929175, 0.44890712, 0.49008791]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00013371, 0.00011601]","[3.20894e-05, 3.38865e-05, 3.64985e-05, 4.10906e-05, 6.00219e-05, 5.68249e-05]",0.0002603839
synthetic,syn_06557,Tanker,3,4752.0,6,AUCKLAND,"[0.998451, 0.999903, 0.999861, 0.99994, 0.999993]","[0.04197173, 0.09863317, 0.21673248, 0.42392262, 0.70029283]","[0.00011601, 0.00011601, 0.00011601, 0.00011601, 0.00011601]","[4.8615e-06, 1.1441e-05, 2.5139e-05, 4.91751e-05, 8.12384e-05]",0.0001718451
synthetic,syn_06558,General Cargo,3,9793.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.30319273, 0.38734739, 0.50758229, 0.64993636]","[0.00010291, 0.00010291, 0.00010291, 0.00010291]","[3.12011e-05, 3.98614e-05, 5.22346e-05, 6.6884e-05]",0.0001901679
synthetic,syn_06559,Bulker,3,38114.0,7,NAPIER,"[1.0, 1.0, 0.999999, 1.0, 1.0, 1.0]","[0.04353235, 0.13286858, 0.35769217, 0.59923166, 0.75641025, 0.7719653]","[8.498e-05, 8.776e-05, 0.00014047, 0.00014047, 0.00013117, 0.00013117]","[3.6992e-06, 1.16605e-05, 5.02457e-05, 8.41753e-05, 9.9217e-05, 0.0001012573]",0.0003502086
synthetic,syn_06560,Bulker,3,57195.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.15494564, 0.37311024, 0.70853689, 0.77146149, 0.84245082]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00010291]","[1.59452e-05, 3.83962e-05, 7.29145e-05, 7.939e-05, 8.66954e-05]",0.0002933087
synthetic,syn_06561,Bulker,3,31669.0,5,NAPIER,"[0.999982, 0.999999, 1.0, 1.0]","[0.37045842, 0.65695148, 0.79807308, 0.86281742]","[0.00010558, 0.00014047, 0.00014047, 0.00013117]","[3.91131e-05, 9.22833e-05, 0.000112107, 0.0001131743]",0.0003566318
synthetic,syn_06562,Bulker,3,33527.0,6,TAURANGA,"[0.999942, 0.999999, 0.999989, 0.999943, 0.999493]","[0.11228944, 0.29018373, 0.54213936, 0.7743831, 0.90481903]","[0.00011601, 0.00013088, 0.00013371, 0.00011601, 0.00011601]","[1.30256e-05, 3.79788e-05, 7.24877e-05, 8.98289e-05, 0.0001049123]",0.0003181956
synthetic,syn_06563,Bulker,3,40481.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.36565576, 0.59305329, 0.71370864, 0.78750291]","[0.00010291, 0.00010291, 0.00010291, 0.00010291]","[3.76291e-05, 6.10303e-05, 7.34468e-05, 8.10408e-05]",0.0002531235
synthetic,syn_06564,Container,3,17842.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999993]","[0.25426869, 0.28496707, 0.31991551, 0.36722004, 0.40599415]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601]","[2.61664e-05, 2.93256e-05, 3.29221e-05, 3.77901e-05, 4.70979e-05]",0.0001732902
synthetic,syn_06565,Bulker,3,40481.0,7,LYTTELTON,"[0.999995, 1.0, 0.999989, 0.99999, 1.0, 0.999891]","[0.0422065, 0.11672756, 0.27331348, 0.4607849, 0.62509634, 0.86106385]","[0.00010558, 8.814e-05, 8.814e-05, 8.814e-05, 8.814e-05, 0.00010558]","[4.4562e-06, 1.02879e-05, 2.40886e-05, 4.06115e-05, 5.50937e-05, 9.09031e-05]",0.0002254224
synthetic,syn_06566,Bulker,3,39828.0,6,TAURANGA,"[1.0, 1.0, 1.0, 0.999965, 0.999999]","[0.11722495, 0.27632596, 0.51492293, 0.6934039, 0.76096383]","[0.00010291, 0.00010291, 0.00011553, 0.00013371, 0.00013088]","[1.20635e-05, 2.84363e-05, 5.94898e-05, 9.27105e-05, 9.95939e-05]",0.0002922628
synthetic,syn_06567,Container,3,12502.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.19453205, 0.21909918, 0.24636481, 0.27896182, 0.31183476, 0.35875398]","[0.00011553, 0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00010291]","[2.24746e-05, 2.25472e-05, 2.53531e-05, 2.87076e-05, 3.20905e-05, 3.69189e-05]",0.0001680802
synthetic,syn_06568,RoRo,3,18924.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999989, 1.0]","[0.30784913, 0.38275848, 0.47273352, 0.57181503, 0.68454142, 0.80716431]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00013371, 0.00010291]","[3.16803e-05, 3.93891e-05, 4.86483e-05, 5.88447e-05, 9.15279e-05, 8.30641e-05]",0.0003531039
synthetic,syn_06569,Container,3,22968.0,6,TAURANGA,"[1.0, 1.0, 0.999999, 0.999968, 1.0]","[0.25728053, 0.29087481, 0.36275196, 0.43495606, 0.48911023]","[0.00013992, 0.00013992, 0.00013088, 0.00013371, 0.00013992]","[3.59999e-05, 4.07005e-05, 4.74765e-05, 5.81554e-05, 6.84385e-05]",0.000250746
synthetic,syn_06570,General Cargo,3,37711.0,7,LYTTELTON,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.35030849, 0.52105531, 0.6559528, 0.7744042, 0.81453309, 0.86708676]","[8.776e-05, 7.567e-05, 7.567e-05, 7.567e-05, 7.567e-05, 7.567e-05]","[3.07429e-05, 3.94266e-05, 4.96339e-05, 5.85967e-05, 6.16332e-05, 6.56097e-05]",0.0003056045
synthetic,syn_06571,Container,3,5923.0,6,AUCKLAND,"[0.640711, 0.648331, 0.999902, 0.999895, 0.999892]","[0.12241453, 0.13908719, 0.15887484, 0.20451498, 0.23825614]","[0.00013909, 0.00013909, 0.00013371, 0.00011601, 0.00011601]","[1.09091e-05, 1.25423e-05, 2.12408e-05, 2.37227e-05, 2.76364e-05]",9.60477e-05
synthetic,syn_06572,Container,3,12502.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999913]","[0.13422069, 0.20135404, 0.22229831, 0.25390778, 0.3022612, 0.35182923]","[0.00011886, 0.00013992, 0.00013992, 0.00013992, 0.00013088, 0.00013371]","[1.5954e-05, 2.81744e-05, 3.1105e-05, 3.55279e-05, 3.95595e-05, 4.70384e-05]",0.0001973433
synthetic,syn_06573,Container,3,34067.0,5,GISBORNE,"[0.999998, 0.99999, 1.0, 1.0]","[0.43873309, 0.46967985, 0.50861325, 0.55276418]","[0.00013371, 0.00013371, 0.00011553, 0.00011553]","[5.86621e-05, 6.27995e-05, 5.87609e-05, 6.38617e-05]",0.0002440619
synthetic,syn_06574,Container,3,38420.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999993]","[0.4169636, 0.43560754, 0.47496242, 0.51525988, 0.55692214]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601]","[4.29091e-05, 4.48278e-05, 4.88777e-05, 5.30247e-05, 6.46065e-05]",0.0002542201
synthetic,syn_06575,Container,3,12502.0,7,NAPIER,"[1.0, 0.999996, 0.999999, 0.999997, 1.0, 1.0]","[0.18908291, 0.21412259, 0.25396118, 0.27279614, 0.30658181, 0.35044361]","[8.776e-05, 0.00010558, 0.00014047, 0.00014047, 0.00014047, 0.00013117]","[1.65938e-05, 2.26075e-05, 3.56744e-05, 3.83201e-05, 4.30662e-05, 4.59671e-05]",0.0002022124
synthetic,syn_06576,Container,3,12502.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.23828004, 0.26147073, 0.30786297, 0.35306108]","[0.00010291, 0.00010291, 0.00010291, 0.00010291]","[2.45211e-05, 2.69076e-05, 3.16817e-05, 3.6333e-05]",0.0001194381
synthetic,syn_06577,General Cargo,3,12746.0,5,NAPIER,"[0.999982, 0.999999, 1.0, 1.0]","[0.39315455, 0.51706627, 0.62063813, 0.71690646]","[0.00010558, 0.00014047, 0.00013117, 0.00013117]","[4.15094e-05, 7.26334e-05, 8.1408e-05, 9.40354e-05]",0.0002895555
synthetic,syn_06578,Container,3,12502.0,7,NEW PLYMOUTH,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16528847, 0.19281953, 0.21180867, 0.23136413, 0.31288452, 0.36228876]","[8.864e-05, 8.382e-05, 8.382e-05, 8.382e-05, 8.776e-05, 8.776e-05]","[1.46506e-05, 1.61614e-05, 1.7753e-05, 1.93921e-05, 2.74586e-05, 3.17943e-05]",0.0001272034
synthetic,syn_06579,Bulker,3,39828.0,7,PORT CHALMERS,"[1.0, 0.999996, 0.9999, 0.999973, 0.999684, 0.999994]","[0.06650596, 0.18012461, 0.39992065, 0.68432202, 0.81729172, 0.90959399]","[8.776e-05, 0.00010558, 0.00010558, 0.00014047, 0.00014047, 0.00014047]","[5.8365e-06, 1.90179e-05, 4.22203e-05, 9.61255e-05, 0.0001147704, 0.0001277718]",0.0004056805
synthetic,syn_06580,RoRo,3,22068.0,6,WELLINGTON,"[1.0, 1.0, 0.999994, 1.0, 1.0]","[0.30011139, 0.39963036, 0.51921197, 0.71274626, 0.80500773]","[7.567e-05, 7.567e-05, 0.00010558, 7.567e-05, 7.567e-05]","[2.27085e-05, 3.02388e-05, 5.48192e-05, 5.39313e-05, 6.09124e-05]",0.000222591
synthetic,syn_06581,Bulker,3,40236.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.17933512, 0.47538396, 0.5884619, 0.77019291]","[0.00011886, 0.00013992, 0.00013992, 0.00013992]","[2.13165e-05, 6.65179e-05, 8.23403e-05, 0.0001077689]",0.0002779166
synthetic,syn_06582,Container,3,38420.0,5,AUCKLAND,"[0.998451, 0.999903, 0.999861, 0.999993]","[0.44978568, 0.50577392, 0.53017132, 0.58159636]","[0.00011601, 0.00011601, 0.00011601, 0.00011601]","[5.20975e-05, 5.86677e-05, 6.14952e-05, 6.74689e-05]",0.0002397078
synthetic,syn_06583,Container,3,12502.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.25641433, 0.27380734, 0.29791536, 0.32862125]","[0.00010291, 0.00010291, 0.00010291, 0.00010291]","[2.63872e-05, 2.81771e-05, 3.06581e-05, 3.3818e-05]",0.0001190351
synthetic,syn_06584,General Cargo,3,12746.0,6,NEW PLYMOUTH,"[1.0, 1.0, 1.0, 0.999997, 0.999999]","[0.29066372, 0.37483652, 0.48141417, 0.62086911, 0.75924628]","[0.00013117, 0.00013117, 0.00013117, 0.00010558, 8.776e-05]","[3.81259e-05, 4.91667e-05, 6.31463e-05, 6.55525e-05, 6.6631e-05]",0.0002825908
synthetic,syn_06585,Bulker,3,34545.0,5,AUCKLAND,"[0.999965, 0.999888, 0.999998, 1.0]","[0.34474395, 0.58272555, 0.73261618, 0.79841571]","[0.00013371, 0.00013371, 0.00013088, 0.00013992]","[4.60935e-05, 7.79065e-05, 9.58837e-05, 0.000111718]",0.0003315617
synthetic,syn_06586,Container,3,34567.0,5,PORT CHALMERS,"[0.9999, 0.999973, 1.0, 0.999833]","[0.42337138, 0.46665589, 0.51103188, 0.57260476]","[0.00010558, 0.00014047, 0.00013117, 0.00010558]","[4.4696e-05, 6.55504e-05, 6.70312e-05, 6.04468e-05]",0.0002377034
synthetic,syn_06587,Container,3,22708.0,5,AUCKLAND,"[0.998451, 0.999903, 0.999861, 0.99994]","[0.36776462, 0.41598569, 0.44869144, 0.50268463]","[0.00011601, 0.00011601, 0.00011601, 0.00011601]","[4.25972e-05, 4.82526e-05, 5.20442e-05, 5.83115e-05]",0.0002011904
synthetic,syn_06588,Bulker,3,38852.0,5,NELSON,"[0.999986, 0.999936, 0.999998, 0.999998]","[0.33380074, 0.59826903, 0.80451184, 0.84225489]","[0.00010558, 8.814e-05, 8.814e-05, 8.814e-05]","[3.52429e-05, 5.27259e-05, 7.09066e-05, 7.42332e-05]",0.0002330887
synthetic,syn_06589,General Cargo,3,9793.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999998, 1.0]","[0.1237775, 0.16189716, 0.23342932, 0.31078176, 0.42468703, 0.60196213]","[0.00011637, 0.00011637, 0.00013992, 0.00013992, 0.00013088, 0.00010291]","[1.44045e-05, 1.88406e-05, 3.26625e-05, 4.3486e-05, 5.55824e-05, 6.19471e-05]",0.0002269026
synthetic,syn_06590,Bulker,3,34491.0,7,GISBORNE,"[1.0, 1.0, 1.0, 0.99999, 1.0, 0.999979]","[0.04251689, 0.10350073, 0.24792239, 0.43342426, 0.6455092, 0.87539356]","[0.00011553, 0.00011553, 0.00013088, 0.00013371, 0.00010291, 0.00011601]","[4.912e-06, 1.19576e-05, 3.24478e-05, 5.79518e-05, 6.64284e-05, 0.0001015498]",0.0002752192
synthetic,syn_06591,Bulker,3,46673.0,6,AUCKLAND,"[0.998451, 0.999903, 0.999861, 0.99994, 0.999993]","[0.15535428, 0.36832806, 0.59747675, 0.7707788, 0.84439663]","[0.00011601, 0.00011601, 0.00011601, 0.00011601, 0.00011601]","[1.79943e-05, 4.27245e-05, 6.9302e-05, 8.94105e-05, 9.79554e-05]",0.0003173486
synthetic,syn_06592,Bulker,3,38896.0,5,AUCKLAND,"[0.999965, 1.0, 1.0, 1.0]","[0.2507404, 0.44923127, 0.60903084, 0.71413766]","[0.00013371, 0.00010291, 0.00010291, 0.00010291]","[3.35249e-05, 4.62298e-05, 6.26745e-05, 7.34909e-05]",0.0002159031
synthetic,syn_06593,Bulker,3,39721.0,6,AUCKLAND,"[0.998451, 0.999903, 0.999861, 0.99994, 0.999993]","[0.16187834, 0.39110935, 0.64301652, 0.776711, 0.85801767]","[0.00011601, 0.00011601, 0.00011601, 0.00011601, 0.00011601]","[1.875e-05, 4.53671e-05, 7.45842e-05, 9.00986e-05, 9.95355e-05]",0.0003282945
synthetic,syn_06594,Container,3,12502.0,5,NAPIER,"[1.0, 1.0, 1.0, 0.999999]","[0.24625055, 0.26981341, 0.32638024, 0.35994016]","[0.00013117, 0.00013117, 0.00013117, 0.00014047]","[3.23003e-05, 3.5391e-05, 4.28107e-05, 5.05615e-05]",0.0001610539
synthetic,syn_06595,RoRo,3,18867.0,6,AUCKLAND,"[0.998451, 0.999903, 0.999861, 0.99994, 0.999993]","[0.42512214, 0.55191099, 0.63840522, 0.7392318, 0.84606664]","[0.00011601, 0.00011601, 0.00011601, 0.00011601, 0.00011601]","[4.92408e-05, 6.40194e-05, 7.40493e-05, 8.5751e-05, 9.81491e-05]",0.0003711552
synthetic,syn_06596,Container,3,12502.0,7,NEW PLYMOUTH,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16738594, 0.18714802, 0.21134799, 0.25296913, 0.31830642, 0.35624097]","[8.864e-05, 8.382e-05, 8.382e-05, 8.382e-05, 8.776e-05, 8.776e-05]","[1.48365e-05, 1.56861e-05, 1.77144e-05, 2.12029e-05, 2.79344e-05, 3.12635e-05]",0.000128631
synthetic,syn_06597,Bulker,3,33963.0,5,NELSON,"[0.999986, 0.999936, 0.999998, 0.999998]","[0.32599474, 0.59759621, 0.76837142, 0.81327428]","[0.00010558, 8.814e-05, 8.814e-05, 8.814e-05]","[3.44188e-05, 5.26666e-05, 6.77213e-05, 7.1679e-05]",0.0002264669
synthetic,syn_06598,Bulker,3,34439.0,6,AUCKLAND,"[0.998451, 0.999903, 0.999861, 0.999993, 0.99994]","[0.16345549, 0.38127806, 0.62296192, 0.82615683, 0.89798605]","[0.00011601, 0.00011601, 0.00011601, 0.00011601, 0.00011601]","[1.89326e-05, 4.42267e-05, 7.2258e-05, 9.58395e-05, 0.0001041666]",0.0003353809
synthetic,syn_06599,Bulker,3,33963.0,6,TAURANGA,"[1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.16476878, 0.36654086, 0.67280912, 0.85193396, 0.91809001]","[0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[1.69561e-05, 3.77202e-05, 6.92378e-05, 9.88302e-05, 0.0001065027]",0.0003292066
synthetic,syn_06600,Container,3,22708.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999993]","[0.26521553, 0.31062028, 0.33658363, 0.39225611, 0.43554883, 0.47299199]","[0.00011553, 0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601]","[3.06408e-05, 3.19655e-05, 3.46373e-05, 4.03665e-05, 4.48217e-05, 5.48701e-05]",0.0002372786
synthetic,syn_06601,RoRo,3,18334.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.47565033, 0.55624887, 0.63666849, 0.73753413]","[0.00010291, 0.00010291, 0.00010291, 0.00010291]","[4.89485e-05, 5.72428e-05, 6.55187e-05, 7.58986e-05]",0.0002475858
synthetic,syn_06602,General Cargo,3,63340.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999993]","[0.46766994, 0.58586055, 0.67045799, 0.75480406, 0.80560783]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601]","[4.81273e-05, 6.02901e-05, 6.89959e-05, 7.76758e-05, 9.34557e-05]",0.0003484968
synthetic,syn_06603,Bulker,3,34439.0,5,NEW PLYMOUTH,"[0.999975, 0.999986, 0.99967, 1.0]","[0.2611607, 0.48771507, 0.61446477, 0.76715548]","[0.00010558, 8.814e-05, 8.814e-05, 7.567e-05]","[2.75732e-05, 4.29849e-05, 5.41389e-05, 5.80482e-05]",0.000182733
synthetic,syn_06604,Bulker,3,40481.0,6,NEW PLYMOUTH,"[0.999999, 0.999999, 0.999986, 0.99998, 0.999995]","[0.16434274, 0.36254232, 0.65516524, 0.8568569, 0.90027904]","[8.776e-05, 8.776e-05, 0.00014047, 0.00014047, 0.00014047]","[1.44226e-05, 3.18165e-05, 9.20311e-05, 0.0001203621, 0.0001264635]",0.0003850417
synthetic,syn_06605,Container,3,12502.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.25193941, 0.27255695, 0.30851976, 0.33661536]","[0.00011637, 0.00011637, 0.00013992, 0.00013992]","[2.93191e-05, 3.17185e-05, 4.31695e-05, 4.71008e-05]",0.0001512994
synthetic,syn_06606,Bulker,3,33263.0,5,GISBORNE,"[0.999999, 1.0, 1.0, 1.0]","[0.3198787, 0.58595658, 0.7242146, 0.80685841]","[0.00013088, 0.00011553, 0.00011553, 0.00011553]","[4.18653e-05, 6.76965e-05, 8.36696e-05, 9.32176e-05]",0.000286419
synthetic,syn_06607,Container,3,22968.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 0.999998, 0.999913, 0.999965]","[0.18588798, 0.20132273, 0.32648901, 0.40776351, 0.44758128, 0.48766375]","[0.00014211, 0.00014211, 0.00013992, 0.00013088, 0.00013371, 0.00013371]","[2.6416e-05, 2.86094e-05, 4.56838e-05, 5.33675e-05, 5.98401e-05, 6.52024e-05]",0.0002790874
synthetic,syn_06608,Bulker,3,40481.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.06462338, 0.16425221, 0.37379492, 0.67183745, 0.8146342, 0.90901679]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[6.6503e-06, 1.6903e-05, 3.84667e-05, 6.91378e-05, 9.45032e-05, 0.0001054502]",0.0003310697
synthetic,syn_06609,Container,3,34362.0,7,NEW PLYMOUTH,"[0.999975, 0.999995, 0.999972, 0.999861, 0.999869, 0.999975]","[0.36852213, 0.39593594, 0.41533144, 0.44122508, 0.4988166, 0.57181527]","[0.00010558, 0.00014047, 0.00014047, 0.00010558, 0.00010558, 0.00010558]","[3.89084e-05, 5.56177e-05, 5.83409e-05, 4.6579e-05, 5.26592e-05, 6.0372e-05]",0.0003124367
synthetic,syn_06610,Container,3,5923.0,6,TAURANGA,"[0.999989, 0.999968, 0.999999, 1.0, 0.999921]","[0.10937993, 0.12579073, 0.14411469, 0.16164811, 0.23147078]","[0.00013371, 0.00013371, 0.00013088, 0.00013992, 0.00011601]","[1.46248e-05, 1.68187e-05, 1.88615e-05, 2.26185e-05, 2.68501e-05]",9.97697e-05
synthetic,syn_06611,Bulker,3,34439.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999999]","[0.03881008, 0.10029669, 0.21842518, 0.4994431, 0.66853164, 0.81776059]","[0.00011063, 0.00011063, 0.00011063, 0.00011553, 0.00011553, 0.00013088]","[4.2936e-06, 1.10958e-05, 2.41644e-05, 5.77014e-05, 7.72365e-05, 0.0001070274]",0.0002814902
synthetic,syn_06612,General Cargo,3,19497.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 0.999998]","[0.51196057, 0.65129606, 0.79212789, 0.8730777]","[0.00013992, 0.00013992, 0.00013992, 0.00013088]","[7.16359e-05, 9.11323e-05, 0.0001108382, 0.0001142671]",0.0003878177
synthetic,syn_06613,Container,3,13048.0,6,LYTTELTON,"[1.0, 1.0, 0.999995, 0.999988, 0.999884]","[0.21709263, 0.26516164, 0.30189213, 0.34205223, 0.37046635]","[7.567e-05, 8.776e-05, 0.00010558, 0.00014047, 0.00014047]","[1.64267e-05, 2.32704e-05, 3.18743e-05, 4.80482e-05, 5.20341e-05]",0.0001716424
synthetic,syn_06614,Container,3,22968.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999989, 0.999493]","[0.29916529, 0.31938746, 0.34909386, 0.38630401, 0.4446456, 0.50291221]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00013371, 0.00011601]","[3.07867e-05, 3.28677e-05, 3.59248e-05, 3.9754e-05, 5.94522e-05, 5.83119e-05]",0.0002570702
synthetic,syn_06615,Bulker,3,36903.0,6,GISBORNE,"[1.0, 1.0, 0.999991, 1.0, 1.0]","[0.11125173, 0.28678819, 0.53112664, 0.68658212, 0.75640001]","[0.00013992, 0.00013088, 0.00013371, 0.00013992, 0.00013088]","[1.55669e-05, 3.75345e-05, 7.10154e-05, 9.60697e-05, 9.89966e-05]",0.000319145
synthetic,syn_06616,General Cargo,3,9032.0,7,GISBORNE,"[0.999998, 0.999999, 1.0, 1.0, 1.0, 1.0]","[0.18095064, 0.23888306, 0.31907066, 0.39429255, 0.49986868, 0.61551146]","[0.00013371, 0.00013088, 0.00013088, 0.00013088, 0.00013992, 0.00013992]","[2.41945e-05, 3.12647e-05, 4.17596e-05, 5.16045e-05, 6.99439e-05, 8.61252e-05]",0.0003048551
synthetic,syn_06617,Bulker,3,34443.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999993]","[0.13347015, 0.28980806, 0.53708622, 0.70280181, 0.79262042]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601]","[1.37352e-05, 2.98237e-05, 5.52708e-05, 7.23243e-05, 9.1949e-05]",0.0002630773
synthetic,syn_06618,Container,3,12502.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 0.999989, 0.999493]","[0.21433795, 0.23287489, 0.25492802, 0.28554444, 0.33289632, 0.36443413]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00013371, 0.00011601]","[2.20572e-05, 2.39648e-05, 2.62343e-05, 2.9385e-05, 4.45105e-05, 4.22556e-05]",0.0001883928
synthetic,syn_06619,General Cargo,3,17961.0,7,TAURANGA,"[0.999989, 0.999968, 0.999999, 1.0, 1.0, 0.999947]","[0.19125358, 0.26294106, 0.33614996, 0.43839255, 0.64490376, 0.86160294]","[0.00013371, 0.00013371, 0.00013088, 0.00013992, 0.00010291, 0.00011601]","[2.55719e-05, 3.51563e-05, 4.39948e-05, 6.13419e-05, 6.63661e-05, 9.99469e-05]",0.0003323337
synthetic,syn_06620,Bulker,3,42446.0,6,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.13610079, 0.3272982, 0.5964439, 0.67818698, 0.77512199]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00010291]","[1.40059e-05, 3.36818e-05, 6.13792e-05, 6.97913e-05, 7.97667e-05]",0.0002585996
