voyage_id,vessel_type,dwt,n_ports,nz_dest_port,cluster_k,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
8898,Tanker,49669.0,6,NEW PLYMOUTH,4,0.0002316297,"[1.0, 0.99967, 0.999975, 0.999861, 0.999995]","[0.01888644, 0.10815398, 0.38982992, 0.67210874, 0.77185904]","[8.382e-05, 8.814e-05, 0.00010558, 0.00010558, 0.00014047]","[1.583e-06, 9.5292e-06, 4.11581e-05, 7.09529e-05, 0.0001084241]"
8899,General Cargo,9793.0,7,AUCKLAND,3,0.0002677347,"[0.648288, 1.0, 1.0, 1.0, 0.999993, 0.99994]","[0.1883534, 0.26423243, 0.34141794, 0.44094565, 0.5506995, 0.68267991]","[0.00013909, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[1.69838e-05, 2.71918e-05, 3.51348e-05, 4.53771e-05, 6.38847e-05, 7.9191e-05]"
8900,RoRo,12867.0,7,AUCKLAND,4,0.0003885323,"[1.0, 1.0, 1.0, 0.999998, 0.999913, 0.999965]","[0.24287561, 0.33196014, 0.42728671, 0.52614314, 0.63246831, 0.76338296]","[0.00011063, 0.00013992, 0.00013992, 0.00013088, 0.00013371, 0.00013371]","[2.68693e-05, 4.64494e-05, 5.97879e-05, 6.88608e-05, 8.45589e-05, 0.0001020671]"
8901,Container,22314.0,6,TAURANGA,2,0.0002354988,"[0.999921, 0.999948, 1.0, 1.0, 0.999702]","[0.35612726, 0.38510872, 0.42363672, 0.45800309, 0.49597156]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601]","[4.131e-05, 4.4673e-05, 4.42159e-05, 4.78028e-05, 5.75191e-05]"
8902,Container,52532.0,7,AUCKLAND,0,0.000382408,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.43326551, 0.45969136, 0.49829688, 0.52332641, 0.5620126, 0.59815457]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.03576e-05, 6.06572e-05, 6.57513e-05, 6.9054e-05, 6.53216e-05, 7.13269e-05]"
8903,Container,53139.0,7,TAURANGA,1,0.0003270676,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25296434, 0.37052188, 0.39729243, 0.44296654, 0.49110063, 0.55178099]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[3.33792e-05, 4.52379e-05, 4.85064e-05, 5.96212e-05, 6.60998e-05, 7.42671e-05]"
8904,Bulker,63926.0,6,TAURANGA,4,0.0003282073,"[1.0, 1.0, 1.0, 1.0, 0.999989]","[0.12974534, 0.32263276, 0.56681117, 0.69412077, 0.92903138]","[9.871e-05, 0.00013195, 0.00011623, 0.00011924, 0.00013371]","[1.28072e-05, 4.25721e-05, 6.58794e-05, 8.27704e-05, 0.0001242178]"
8905,RoRo,17237.0,7,AUCKLAND,0,0.0003774247,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.28790265, 0.3571253, 0.43090294, 0.50253581, 0.58325598, 0.79522636]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.79894e-05, 4.71234e-05, 5.68586e-05, 6.63107e-05, 7.69619e-05, 9.22392e-05]"
8906,General Cargo,12303.0,7,AUCKLAND,0,0.0003216977,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.18829903, 0.25926908, 0.35112742, 0.44865136, 0.54261611, 0.75642224]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[2.48465e-05, 3.42111e-05, 4.6332e-05, 5.21459e-05, 6.30672e-05, 0.0001011364]"
8907,Bulker,82000.0,6,LYTTELTON,1,0.0002535065,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.09663241, 0.28539546, 0.49878196, 0.53505699, 0.73758744]","[0.00013077, 0.00012369, 0.00012369, 0.00012369, 0.00010536]","[1.26371e-05, 3.5301e-05, 6.16951e-05, 6.6182e-05, 7.77157e-05]"
8908,General Cargo,29863.0,5,NAPIER,4,0.0002854379,"[1.0, 1.0, 1.0, 0.999996]","[0.55016321, 0.67175873, 0.75319713, 0.93108912]","[0.00010536, 8.967e-05, 9.156e-05, 0.00010558]","[5.79678e-05, 6.02333e-05, 6.89608e-05, 9.83061e-05]"
8909,Container,26868.0,7,TAURANGA,1,0.0003046593,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.2455553, 0.32201408, 0.39265711, 0.44505356, 0.48303126, 0.52442338]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.9195e-05, 3.72489e-05, 4.5528e-05, 5.95067e-05, 6.4583e-05, 6.86358e-05]"
8910,Container,51939.0,6,AUCKLAND,1,0.0002564247,"[1.0, 0.643148, 1.0, 1.0, 1.0]","[0.3713396, 0.4089474, 0.44274209, 0.46410126, 0.58133815]","[0.00012152, 0.00013909, 0.00011482, 0.00012209, 0.00011567]","[4.51236e-05, 3.65823e-05, 5.08354e-05, 5.66632e-05, 6.72461e-05]"
8911,Container,30337.0,7,TAURANGA,1,0.0002782918,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.24280299, 0.27245218, 0.3451268, 0.40160253, 0.46500328, 0.51512854]","[0.00012152, 0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[2.95044e-05, 3.12828e-05, 3.99224e-05, 4.65652e-05, 6.21741e-05, 6.88745e-05]"
8912,Container,26868.0,6,TAURANGA,1,0.0002361696,"[1.0, 1.0, 1.0, 1.0, 0.999493]","[0.30647107, 0.34391334, 0.36373335, 0.45839159, 0.53497274]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601]","[3.72411e-05, 3.9488e-05, 4.44091e-05, 5.30243e-05, 6.20292e-05]"
8913,Container,53870.0,6,AUCKLAND,0,0.0003463015,"[1.0, 1.0, 0.999965, 0.999902, 0.999998]","[0.4250151, 0.44926959, 0.55495955, 0.59910796, 0.69098058]","[0.00011623, 0.00011623, 0.00013371, 0.00013371, 0.00013088]","[4.93987e-05, 5.22177e-05, 7.42001e-05, 8.00978e-05, 9.04345e-05]"
8914,RoRo,22068.0,6,AUCKLAND,1,0.0003075493,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.33732034, 0.42451993, 0.52194431, 0.58695551, 0.77166862]","[0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00011567]","[3.51457e-05, 5.15859e-05, 5.99294e-05, 7.16628e-05, 8.92626e-05]"
8915,Container,53176.0,7,TAURANGA,1,0.000326101,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.37048763, 0.39251986, 0.44815224, 0.48264238, 0.53281166, 0.55812316]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[4.25392e-05, 4.50689e-05, 4.66934e-05, 5.86487e-05, 6.50522e-05, 6.81426e-05]"
8916,Tanker,19701.0,7,TAURANGA,4,0.0002511247,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01244301, 0.04167669, 0.12731139, 0.35036227, 0.64216107, 0.76456821]","[9.871e-05, 0.00013195, 9.871e-05, 0.00013195, 0.00013195, 0.00013195]","[1.2283e-06, 5.4993e-06, 1.25669e-05, 4.6231e-05, 8.47345e-05, 0.0001008864]"
8917,General Cargo,20202.0,7,AUCKLAND,2,0.000386851,"[0.999903, 0.999862, 1.0, 1.0, 1.0, 0.999659]","[0.28276448, 0.37812639, 0.49707978, 0.64359868, 0.73800233, 0.84985101]","[0.00011601, 0.00011601, 0.00010437, 0.00011567, 0.00011567, 0.00011601]","[3.27995e-05, 4.38593e-05, 5.18813e-05, 7.44481e-05, 8.53682e-05, 9.85552e-05]"
8918,Container,80398.0,5,TAURANGA,0,0.0003017201,"[1.0, 1.0, 1.0, 1.0]","[0.52846215, 0.55678893, 0.61447419, 0.66655042]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[6.97317e-05, 7.34695e-05, 8.10812e-05, 7.74719e-05]"
8919,RoRo,28837.0,7,AUCKLAND,1,0.0003573087,"[1.0, 1.0, 1.0, 1.0, 0.998457, 0.999965]","[0.25560162, 0.32106293, 0.37275674, 0.50138055, 0.67470609, 0.8060972]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.10596e-05, 3.68643e-05, 4.55107e-05, 5.79971e-05, 7.815e-05, 0.0001077781]"
8920,RoRo,14906.0,7,AUCKLAND,4,0.0003810436,"[1.0, 1.0, 1.0, 0.999998, 0.999913, 0.999965]","[0.21739797, 0.30610049, 0.40624314, 0.51401622, 0.64451926, 0.77733984]","[0.00011063, 0.00013992, 0.00013992, 0.00013088, 0.00013371, 0.00013371]","[2.40507e-05, 4.2831e-05, 5.68434e-05, 6.72736e-05, 8.61701e-05, 0.0001039332]"
8921,Bulker,33963.0,5,WELLINGTON,4,0.0002627231,"[1.0, 1.0, 0.999994, 0.999949]","[0.33609212, 0.57139644, 0.82749036, 0.93443635]","[8.382e-05, 8.498e-05, 0.00010558, 0.00010558]","[2.817e-05, 4.85549e-05, 8.73677e-05, 9.86548e-05]"
8922,Reefer,10318.0,7,TAURANGA,1,0.0002554457,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.12781419, 0.20280527, 0.25564254, 0.37206291, 0.49867069, 0.65708123]","[9.591e-05, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[1.22584e-05, 2.3286e-05, 3.1212e-05, 4.30383e-05, 5.78201e-05, 8.78562e-05]"
8923,RoRo,20144.0,7,AUCKLAND,0,0.0003950367,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.33466327, 0.40858484, 0.48645275, 0.57512734, 0.64934537, 0.82742449]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.30346e-05, 4.03314e-05, 6.41885e-05, 7.58893e-05, 8.56825e-05, 9.59739e-05]"
8924,Container,34740.0,5,AUCKLAND,0,0.0002251843,"[1.0, 1.0, 1.0, 1.0]","[0.37745592, 0.41767373, 0.46567953, 0.5062193]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[4.98061e-05, 5.51129e-05, 6.14474e-05, 5.88369e-05]"
8925,Container,12502.0,7,TAURANGA,3,0.0001679667,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.19134932, 0.20761439, 0.23289118, 0.26030308, 0.30826081, 0.34832378]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[1.96915e-05, 2.13653e-05, 2.39665e-05, 2.67874e-05, 3.57604e-05, 4.04072e-05]"
8926,RoRo,14906.0,6,AUCKLAND,0,0.0003450375,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.35655634, 0.44889807, 0.54649371, 0.63375627, 0.71934323]","[9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[3.51957e-05, 5.9233e-05, 7.2111e-05, 8.36255e-05, 9.49189e-05]"
8927,Bulker,37629.0,7,TAURANGA,4,0.0003503426,"[1.0, 1.0, 0.999999, 0.999968, 0.999989, 0.999965]","[0.0378874, 0.13176735, 0.30276595, 0.55075452, 0.73611469, 0.86636314]","[0.00011688, 0.00013992, 0.00013088, 0.00013371, 0.00013371, 0.00013371]","[4.4283e-06, 1.84375e-05, 3.96256e-05, 7.36381e-05, 9.84236e-05, 0.0001158358]"
8928,Container,51737.0,7,AUCKLAND,0,0.0003726561,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.40718938, 0.44020857, 0.49053471, 0.51311595, 0.54977773, 0.59513669]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.73268e-05, 5.80865e-05, 6.47271e-05, 6.77067e-05, 6.38996e-05, 7.0967e-05]"
8929,RoRo,19893.0,7,AUCKLAND,1,0.0003272698,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22717073, 0.32089997, 0.42121232, 0.5195768, 0.58924009, 0.77205573]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00011567]","[2.17876e-05, 3.34348e-05, 5.11839e-05, 5.96576e-05, 7.19417e-05, 8.93073e-05]"
8930,RoRo,23786.0,7,AUCKLAND,1,0.0003516347,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.26406646, 0.37019401, 0.46055651, 0.57055393, 0.67174628, 0.73045197]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[2.53262e-05, 3.85708e-05, 5.59649e-05, 6.55107e-05, 7.71296e-05, 8.91826e-05]"
8931,Container,35066.0,7,TAURANGA,1,0.0003010206,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.27621034, 0.33007838, 0.34792217, 0.44360536, 0.51549431, 0.56863988]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.35639e-05, 3.78994e-05, 4.24786e-05, 5.13139e-05, 5.97707e-05, 7.6031e-05]"
8932,General Cargo,14034.0,7,AUCKLAND,0,0.0003402104,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.20301186, 0.27920205, 0.3695118, 0.48683871, 0.57634085, 0.78007184]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[2.67878e-05, 3.68413e-05, 4.87579e-05, 5.65843e-05, 6.6987e-05, 0.0001042984]"
8933,RoRo,12867.0,6,AUCKLAND,0,0.0002986038,"[1.0, 1.0, 1.0, 1.0, 0.999862]","[0.30111682, 0.37353364, 0.4492414, 0.52420863, 0.69978302]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.9733e-05, 4.92886e-05, 5.92784e-05, 6.91704e-05, 8.11686e-05]"
8934,Container,50567.0,7,AUCKLAND,0,0.0003759412,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.42569154, 0.45842628, 0.48998017, 0.51361566, 0.54980283, 0.58453824]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.94773e-05, 6.04903e-05, 6.46539e-05, 6.77727e-05, 6.39025e-05, 6.97032e-05]"
8935,Bulker,36903.0,5,PORT CHALMERS,3,0.0002221467,"[1.0, 1.0, 1.0, 0.999998]","[0.39699273, 0.65827666, 0.81170431, 0.91785708]","[7.567e-05, 7.567e-05, 7.567e-05, 8.814e-05]","[3.00392e-05, 4.98097e-05, 6.14191e-05, 8.08965e-05]"
8936,Reefer,10100.0,7,AUCKLAND,0,0.0002957977,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.20175324, 0.26394409, 0.34109666, 0.42687101, 0.52615956, 0.61856168]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[2.66218e-05, 3.4828e-05, 4.50084e-05, 5.63265e-05, 6.11545e-05, 7.18942e-05]"
8937,Bulker,34376.0,5,TAURANGA,4,0.0002967947,"[1.0, 1.0, 1.0, 0.999989]","[0.28115559, 0.47444212, 0.66348476, 0.89754324]","[0.00013195, 0.00013195, 0.00011623, 0.00013371]","[3.70991e-05, 6.26036e-05, 7.71155e-05, 0.0001200077]"
8938,Container,30136.0,7,AUCKLAND,1,0.0002862525,"[0.643148, 1.0, 0.998457, 0.999965, 0.999902, 0.999998]","[0.2308914, 0.30396398, 0.35524615, 0.41030108, 0.47384883, 0.54335115]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.06544e-05, 3.5161e-05, 4.11475e-05, 5.48587e-05, 6.33513e-05, 7.1113e-05]"
8939,Reefer,13055.0,7,TAURANGA,1,0.0002929147,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.16132953, 0.2452879, 0.30369729, 0.43228797, 0.56461553, 0.7236836]","[9.591e-05, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[1.54728e-05, 2.81638e-05, 3.70791e-05, 5.00048e-05, 6.54663e-05, 9.67614e-05]"
8940,Bulker,32414.0,7,TAURANGA,4,0.0002737011,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04845233, 0.13393544, 0.29264391, 0.49330516, 0.62657689, 0.73434667]","[0.0001067, 9.871e-05, 0.00013195, 9.871e-05, 0.00013195, 0.00011623]","[5.1697e-06, 1.32208e-05, 3.8615e-05, 4.86942e-05, 8.26781e-05, 8.53517e-05]"
8941,RoRo,15853.0,7,AUCKLAND,1,0.0002875659,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.16534605, 0.21014606, 0.29001332, 0.37194813, 0.62182688, 0.81143384]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00013195, 0.00011601]","[1.58581e-05, 2.01548e-05, 3.02167e-05, 4.51976e-05, 8.20514e-05, 9.41191e-05]"
8942,RoRo,15506.0,7,AUCKLAND,0,0.0003925403,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2939427, 0.36737706, 0.4480183, 0.53252259, 0.61982738, 0.71366018]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[3.87864e-05, 4.84762e-05, 5.9117e-05, 7.02675e-05, 8.17875e-05, 9.4169e-05]"
8943,Container,13133.0,7,AUCKLAND,0,0.0001925593,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.18935887, 0.20551914, 0.22432027, 0.25171889, 0.31574378, 0.36182269]","[0.00011623, 0.00011623, 0.00011623, 0.00011924, 0.00013371, 0.00013371]","[2.20088e-05, 2.38871e-05, 2.60723e-05, 3.00162e-05, 4.22161e-05, 4.83739e-05]"
8944,RoRo,22514.0,7,AUCKLAND,0,0.0004498274,"[1.0, 1.0, 1.0, 0.999998, 0.999913, 0.999965]","[0.30254447, 0.40753209, 0.50823045, 0.61307484, 0.72486811, 0.83132277]","[0.00011063, 0.00013992, 0.00013992, 0.00013088, 0.00013371, 0.00013371]","[3.34705e-05, 5.70238e-05, 7.11139e-05, 8.02383e-05, 9.69125e-05, 0.0001111509]"
8945,Container,26947.0,7,TAURANGA,1,0.0002468634,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25604564, 0.29338362, 0.34084074, 0.38199235, 0.4034929, 0.42902435]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[2.9399e-05, 3.05679e-05, 4.14175e-05, 4.38602e-05, 4.92634e-05, 5.23806e-05]"
8946,Reefer,12354.0,7,AUCKLAND,0,0.0003339897,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23611658, 0.30799693, 0.39447728, 0.48348784, 0.58535254, 0.67414599]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[3.11561e-05, 4.06408e-05, 5.20521e-05, 6.37972e-05, 6.80344e-05, 7.83547e-05]"
8947,General Cargo,12746.0,5,AUCKLAND,3,0.0003237088,"[0.998457, 0.999965, 0.999902, 0.999998]","[0.43873152, 0.56267261, 0.68666691, 0.80910507]","[0.00011601, 0.00013371, 0.00013371, 0.00013088]","[5.08175e-05, 7.52314e-05, 9.1804e-05, 0.0001058944]"
8948,RoRo,14906.0,7,AUCKLAND,0,0.0003520947,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.25998675, 0.32869108, 0.40057308, 0.48285715, 0.55531924, 0.72955745]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.43058e-05, 4.33715e-05, 5.28565e-05, 6.3714e-05, 7.32755e-05, 8.46222e-05]"
8949,Container,109657.0,7,TAURANGA,1,0.0004053769,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3146809, 0.45236212, 0.49387003, 0.56140166, 0.6170959, 0.66699059]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[4.15228e-05, 5.523e-05, 6.02977e-05, 7.5562e-05, 8.30582e-05, 8.97738e-05]"
8950,Container,51737.0,6,AUCKLAND,0,0.0003026251,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.40520149, 0.44123703, 0.48900906, 0.53235496, 0.55556236]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[5.34672e-05, 5.82222e-05, 6.45258e-05, 6.18746e-05, 6.45719e-05]"
8951,Container,50201.0,6,AUCKLAND,0,0.0002897524,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.41354084, 0.43738131, 0.45849343, 0.52052959, 0.5891438]","[9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.08207e-05, 5.77134e-05, 6.04992e-05, 6.05001e-05, 7.02524e-05]"
8952,Reefer,9709.0,7,AUCKLAND,0,0.0002850052,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.18999203, 0.2505913, 0.3265193, 0.40957639, 0.50957012, 0.60696811]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[2.50698e-05, 3.30661e-05, 4.30849e-05, 5.40445e-05, 5.92263e-05, 7.05467e-05]"
8953,RoRo,14906.0,7,AUCKLAND,0,0.0003475155,"[0.999998, 0.999913, 0.999965, 0.999902, 1.0, 0.999862]","[0.22210479, 0.29557108, 0.36711689, 0.44133651, 0.60169096, 0.7888103]","[0.00013088, 0.00013371, 0.00013371, 0.00013371, 0.00013195, 0.00011601]","[2.90687e-05, 3.95169e-05, 4.90849e-05, 5.90045e-05, 7.93944e-05, 9.1495e-05]"
8954,Container,24615.0,7,AUCKLAND,0,0.0002920754,"[1.0, 1.0, 0.999965, 0.999902, 0.999998, 0.999913]","[0.25884218, 0.29071307, 0.35865022, 0.39196366, 0.45713337, 0.50243799]","[0.00011623, 0.00011924, 0.00013371, 0.00013371, 0.00013088, 0.00013371]","[3.00847e-05, 3.46661e-05, 4.79528e-05, 5.24036e-05, 5.98289e-05, 6.71743e-05]"
8955,General Cargo,12672.0,5,TAURANGA,4,0.0002789776,"[1.0, 1.0, 1.0, 1.0]","[0.30960584, 0.40628923, 0.54047978, 0.67048685]","[0.0001448, 0.0001448, 0.0001448, 0.0001448]","[4.48303e-05, 5.88299e-05, 7.82605e-05, 9.70852e-05]"
8956,Container,52216.0,6,AUCKLAND,0,0.0003273614,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.44562305, 0.48066106, 0.51972485, 0.56282153, 0.59696171]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.88009e-05, 6.34242e-05, 6.85788e-05, 6.54157e-05, 7.11847e-05]"
8957,General Cargo,9793.0,5,AUCKLAND,3,0.0002757341,"[0.998457, 0.999965, 0.999913, 0.999998]","[0.3527753, 0.47341624, 0.58676603, 0.71176307]","[0.00011601, 0.00013371, 0.00013371, 0.00013088]","[4.08613e-05, 6.32975e-05, 7.84487e-05, 9.31544e-05]"
8958,Container,35036.0,7,TAURANGA,1,0.0002810732,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3004282, 0.34289194, 0.38785744, 0.43189922, 0.45599085, 0.47906688]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.4495e-05, 3.57262e-05, 4.71308e-05, 4.95905e-05, 5.5673e-05, 5.84904e-05]"
8959,Bulker,55747.0,6,WELLINGTON,4,0.0002596257,"[1.0, 1.0, 1.0, 1.0, 0.999994]","[0.13033508, 0.31525333, 0.54756998, 0.69225431, 0.92954043]","[0.00012132, 0.00010536, 8.967e-05, 9.156e-05, 0.00010558]","[1.58129e-05, 3.32166e-05, 4.90979e-05, 6.3381e-05, 9.81424e-05]"
8960,Container,54405.0,7,AUCKLAND,0,0.0003750642,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.39595332, 0.43455223, 0.45505622, 0.49165753, 0.52471805, 0.64153464]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924, 0.00013371]","[5.22469e-05, 5.73401e-05, 6.00456e-05, 5.71444e-05, 6.257e-05, 8.57755e-05]"
8961,RoRo,12909.0,7,AUCKLAND,0,0.0003247416,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.24336752, 0.30721122, 0.37924094, 0.46636778, 0.55194144, 0.74166629]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[2.40228e-05, 3.03248e-05, 5.00416e-05, 6.15382e-05, 7.28298e-05, 8.60267e-05]"
8962,Container,50567.0,7,AUCKLAND,0,0.000377713,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.42266251, 0.44982206, 0.49572934, 0.52078202, 0.55697543, 0.59059161]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.91252e-05, 5.9355e-05, 6.54125e-05, 6.87183e-05, 6.47362e-05, 7.04251e-05]"
8963,Container,68411.0,7,AUCKLAND,1,0.0003860758,"[1.0, 1.0, 1.0, 0.999965, 0.999902, 0.999998]","[0.34599729, 0.42970016, 0.47295098, 0.54735252, 0.59556672, 0.6858545]","[9.704e-05, 0.00013195, 0.00011267, 0.00013371, 0.00013371, 0.00013088]","[3.35764e-05, 5.66998e-05, 5.32897e-05, 7.3183e-05, 7.96244e-05, 8.97636e-05]"
8964,Container,17842.0,7,TAURANGA,3,0.0002039519,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.23693048, 0.26738026, 0.29247514, 0.31949215, 0.36013635, 0.40788131]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[2.43822e-05, 2.75157e-05, 3.00982e-05, 3.28785e-05, 4.17783e-05, 4.73161e-05]"
8965,Container,38420.0,7,NELSON,0,0.000260085,"[1.0, 1.0, 1.0, 0.999986, 0.999847, 0.999991]","[0.29096817, 0.31364026, 0.33292592, 0.41017781, 0.47206455, 0.55320562]","[0.00010536, 8.967e-05, 9.156e-05, 0.00010558, 0.00010558, 0.00014047]","[3.06578e-05, 2.81226e-05, 3.04818e-05, 4.33069e-05, 4.9834e-05, 7.77093e-05]"
8966,Container,117627.0,7,TAURANGA,1,0.0004871988,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.43385774, 0.55175071, 0.63750637, 0.68667077, 0.75921791, 0.79959209]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[5.1583e-05, 6.38236e-05, 7.39179e-05, 9.18126e-05, 0.0001015101, 0.0001046495]"
8967,RoRo,15261.0,7,AUCKLAND,0,0.0004001688,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999913]","[0.28492492, 0.35478075, 0.43102295, 0.53469787, 0.68484907, 0.80132913]","[0.00013195, 0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371]","[3.75964e-05, 4.68141e-05, 5.68744e-05, 6.0247e-05, 9.15668e-05, 0.000107135]"
8968,Container,26868.0,7,TAURANGA,1,0.0002458519,"[0.854803, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.24445464, 0.26682434, 0.28182128, 0.35638846, 0.41735509, 0.46482955]","[0.00013909, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[2.90641e-05, 3.06366e-05, 3.44082e-05, 4.12251e-05, 4.83917e-05, 6.21509e-05]"
8969,General Cargo,8378.0,5,AUCKLAND,2,0.0002179181,"[0.999862, 1.0, 1.0, 1.0]","[0.3278645, 0.42084339, 0.53471674, 0.6408361]","[0.00011601, 0.00010437, 0.00011567, 0.00011567]","[3.80294e-05, 4.39244e-05, 6.18532e-05, 7.41285e-05]"
