ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['SAINT PETERSBURG', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.43403791835557914, 305.535516392315, 9.426308843555903, 234.4389756860788, 132.25148931042028, 151.55131866527591, 343.182717808348]","[20.523990156092346, 25.419409174475433, 40.883932789210434, 29.251515392684272, 51.83510424326744, 71.82786584459802, 53.83548023285995]",7,General Cargo,16950.0,1,TAURANGA
"['KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.1436723636304451, 52.8874469174811, 16.162548319575574, 40.96231625230074, 23.461815007082134, 245.11137934990364]","[11.28751514399679, 16.66545056648535, 15.605101750227508, 9.377450740398375, 14.111907158261456, 17.891243652311424]",6,Container,50201.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.16662739656319925, 41.77026843281282, 36.05123233118758, 56.09628850799868, 4.615462508771459, 199.12325821468943, 121.95437689177894]","[20.753216036761266, 31.894932832441796, 34.17846686559348, 20.046288802670084, 18.696897798942366, 27.442165529386855, 64.35392571219313]",7,Container,52532.0,0,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'AUCKLAND']","[0.19340917786314593, 64.54820299723066, 79.51249288519982, 96.61484755814277, 256.8241581123317]","[33.406028085071334, 34.855916964745646, 26.38835536110149, 22.53575583718897, 17.974023869250207]",5,Container,51850.0,4,AUCKLAND
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.45082187563633136, 2.8198351552224974, 75.3349048227318, 94.8232608749634, 94.50336240796659, 102.76824556016376, 321.66653149110095]","[15.095173612563432, 12.255780514720863, 17.84904582029528, 18.99573659050577, 22.216631192947805, 27.562052450941447, 42.59526633676882]",7,Container,119185.0,1,TAURANGA
"['CHENGXI', 'SINGAPORE', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'NAPIER']","[0.529254332233049, 150.6961912585946, 236.79697110759776, 78.37196161376775, 38.386613651647785, 33.902627508340544, 203.41018236692395]","[47.00945959397271, 45.642511596763995, 40.58120976316662, 52.05170748485674, 44.80267591976188, 67.78835597116868, 51.95651591562979]",7,Bulker,32453.0,4,NAPIER
"['KIMBE', 'RABAUL', 'HONIARA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.3205742657084065, 25.548189582765545, 33.73471957023741, 54.3974415442216, 52.15017769017082, 31.746519113059435, 81.89594354864074]","[15.40398662482038, 27.031604496755204, 27.974048678061916, 20.11920157838852, 21.542525844952255, 40.36067047280688, 60.417660727448414]",7,Container,12502.0,3,AUCKLAND
"['CHENNAI', 'NEWCASTLE', 'GEELONG', 'PORTLAND', 'ADELAIDE', 'MELBOURNE', 'LYTTELTON']","[0.14693285370636033, 361.5383699358939, 64.05670933130456, 58.38120117876362, 56.19902465433736, 107.17414356388419, 193.75739744907898]","[62.01066541149353, 69.33326359813667, 67.4616650939878, 54.36445205884698, 62.65505442941981, 66.84600118916823, 68.35400475970694]",7,Bulker,33963.0,3,LYTTELTON
"['SUEZ CANAL', 'MUNDRA', 'MUMBAI', 'SINGAPORE', 'NAPIER']","[0.4640527533075307, 146.50599074101385, 59.75092322300538, 163.04646271511973, 299.62628854162847]","[28.673321843230593, 24.129696818151977, 26.67814058161163, 20.48138262895824, 19.28409663500659]",5,RoRo,43878.0,1,NAPIER
"['GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.2736071894080794, 71.01413019539525, 190.32373473445318, 45.28434549495003, 114.33550164062014, 62.76637892319529, 109.00331302001177]","[25.730515948245642, 23.61962177569222, 15.631924146233285, 14.94662496708208, 28.82319894572816, 27.15768564066581, 52.00534286586662]",7,Container,38666.0,0,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.3038902399183132, 8.196790298744265, 221.14604407501247, 124.75269352477788, 94.4704280859082]","[19.068670875547003, 13.804375331919553, 16.654232202862794, 16.566618437725744, 36.61616837735932]",5,Container,43197.0,1,TAURANGA
"['BUSAN NEW', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.37929443431986387, 401.67426171193864, 39.79290014598168, 56.05576090500308, 53.15789747214034, 90.52586733366137, 338.52671023705085]","[18.638276867700977, 25.41098236745022, 23.53819666852509, 39.63751112453957, 39.307557775237996, 34.32273390668881, 40.9311614555665]",7,Container,30136.0,1,TAURANGA
"['RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'TAURANGA']","[0.6916322888511939, 75.3349048227318, 172.47170490685983, 61.614267601022284, 299.8973356464567]","[30.003773943049506, 48.30486932198399, 40.17093491035794, 34.899679188397656, 43.62220936805216]",5,Container,34965.0,1,TAURANGA
"['ESPERANCE', 'GERALDTON', 'HEDLAND', 'LAE', 'LAUTOKA', 'SUVA', 'GISBORNE']","[0.5488497779690973, 52.49820374777732, 51.261138508811285, 168.97013886779504, 128.0134884385927, 24.199791465191534, 290.700496600198]","[67.15258137395715, 81.38808734982554, 54.49692147262688, 40.59240991328863, 36.93865586770473, 68.47999946586991, 70.7143190838231]",7,Bulker,37806.0,3,GISBORNE
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.15077409847442502, 65.26681768221852, 94.79463830723043, 42.87808019912026, 4.615462508771459, 309.1410642204282, 232.75493073444542]","[12.932072987742064, 15.822490939723963, 26.466998683703103, 13.334756346362035, 13.916498636163592, 33.503826837518126, 54.49339230155686]",7,Container,39275.0,0,AUCKLAND
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.11350945993642991, 57.29350743184472, 38.68393530019342, 16.162548319575574, 40.96231625230074, 43.47493037508463, 260.41605355051144]","[11.007805267996979, 14.296676208736097, 21.52623755469609, 12.22783239159976, 15.209061161795034, 13.739241027855227, 54.13702659817276]",7,Container,38420.0,0,AUCKLAND
"['SINGAPORE', 'SRIRACHA', 'LIANYUNGANG', 'GLADSTONE', 'BRISBANE', 'KEMBLA', 'TIMARU']","[0.5677137835425061, 64.22669822393516, 157.50829910003267, 271.6071272004051, 39.69574990052018, 121.78161362451897, 343.92492852423595]","[57.50778074080207, 60.75907309924516, 67.4430392194733, 57.94604379557559, 94.72635670548146, 74.74039317074433, 68.84615328657624]",7,Bulker,28191.0,4,TIMARU
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.3533226736281614, 222.99706201189144, 158.30179763041588, 88.7685465456146, 63.76830919102338, 62.82489586222866, 129.17615150825537]","[18.523213227891127, 17.590813492653265, 19.137287044065484, 27.510644556901703, 23.216358470440085, 31.996347277771214, 31.1460259765958]",7,Container,43197.0,1,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.11104873068008136, 43.867795742806415, 35.40780939170448, 62.20734836854551, 4.615462508771459, 199.12325821468943, 80.34442410525065]","[12.313156315447175, 24.289796675969477, 22.06028586041666, 15.05028080003763, 26.5523491332757, 25.851930077206255, 43.728867227204745]",7,Container,50567.0,0,AUCKLAND
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.4245571104944468, 221.14604407501247, 124.75269352477788, 46.48408682959018, 95.30734979310182, 100.33746784671413, 142.58306702182222]","[25.79453869691283, 30.030063118269826, 28.62868491526272, 34.863406367662975, 40.48058728002047, 36.95124871439439, 62.66042999348286]",7,Container,51807.0,1,AUCKLAND
"['GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'NEWCASTLE', 'KEMBLA', 'MELBOURNE', 'WELLINGTON']","[0.27454957987583883, 27.807942276054078, 249.47840904381025, 90.202685624144, 19.67231409420412, 33.84448568512565, 164.03835750527657]","[59.91627475842162, 54.77787074630728, 51.43533298901311, 52.9020994409782, 55.4299282498154, 83.79696980567077, 70.20848746571933]",7,Bulker,34552.0,4,WELLINGTON
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.3984335581417928, 35.30694365474073, 7.6603514637927255, 206.8982978484752, 254.03140730197626]","[25.43478262730097, 29.638193962348904, 17.57069997905451, 21.73583276882422, 27.805826880842517]",5,General Cargo,18760.0,0,AUCKLAND
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'AUCKLAND']","[0.8521817280812836, 40.46087798626944, 167.61365002278882, 120.34952587595048, 414.3345250327306]","[26.098195016500892, 37.17578367208415, 38.74774565944359, 26.24959719252709, 36.32545275713298]",5,RoRo,23786.0,1,AUCKLAND
"['KISARAZU', 'YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'HIROSHIMA', 'KANDA', 'AUCKLAND']","[0.8537818519302374, 11.651469740847032, 29.20644256002744, 37.91240593308088, 42.59008542287287, 16.470869292372466, 257.58430966834277]","[21.829762723978995, 23.302972939894193, 18.57493881060903, 19.223208051159045, 14.433098067737433, 18.30820428287936, 38.797461059421124]",7,RoRo,18867.0,3,AUCKLAND
"['MIZUSHIMA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.4202166002272365, 14.382968100418838, 15.35112881390856, 12.95848940625731, 242.57593941877514]","[16.597537766665212, 14.884265653376037, 16.63185973421003, 12.19779431017753, 19.37506889289637]",5,RoRo,14906.0,0,AUCKLAND
"['DURBAN', 'LAEM CHABANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'AUCKLAND']","[1.0337811760658493, 285.5747061417015, 137.85535158483682, 115.50210111013746, 92.44445897519147, 56.539410506531546, 107.76639435635053]","[23.234306776502013, 26.076375484728537, 22.98695384134202, 22.95793819106108, 29.766834873341512, 27.413546223206996, 31.28486826256458]",7,RoRo,23889.0,1,AUCKLAND
"['PYEONGTAEK', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.7815479558686127, 50.118415585461584, 48.29572600385505, 18.572672219295153, 22.20035790992614, 243.3756322253878]","[17.227120265397183, 22.542111697452427, 14.106979401378771, 12.651964154206098, 12.124123650308455, 23.261616717430194]",6,RoRo,12988.0,0,AUCKLAND
"['ZHUHAI', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'PORT CHALMERS']","[0.24029523086943616, 9.287177434083612, 97.70568267125871, 249.47840904381025, 28.21195682421289, 146.09536320745903, 201.33659901115706]","[41.510836034402864, 49.54759107921424, 44.32335053390898, 57.452402257775056, 74.12905342640344, 91.56068579389094, 64.54543323696832]",7,Bulker,37005.0,4,PORT CHALMERS
"['NINGBO', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'AUCKLAND']","[0.23700671940169227, 175.7104974101125, 89.82472458255288, 190.32373473445318, 205.34464671699322]","[30.18603436081529, 29.85642304216871, 31.370945042473032, 34.316744223598384, 54.87234750294563]",5,Container,30814.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.6140510700335706, 44.02477833557161, 21.613287158666907, 43.30923923995446, 18.456469595115713, 87.83200544455556, 187.12207583592556]","[20.26856464627808, 18.76190777929027, 23.76081523081623, 36.665036979047045, 15.892392847622546, 33.220131551785016, 55.11592847707995]",7,General Cargo,8378.0,2,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[0.539526539698836, 44.02477833557161, 21.613287158666907, 48.689085977109016, 18.456469595115713, 112.88195458610939]","[27.324878339267705, 20.413603238447024, 30.404116519074808, 19.007594597811867, 12.153189562457634, 42.411916640462884]",6,General Cargo,8378.0,2,AUCKLAND
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.2972547296258461, 27.66062225461552, 36.68865231978356, 16.162548319575574, 40.96231625230074, 21.214306478639195, 278.04292756992425]","[18.574795959156518, 20.02622934799663, 22.80841258893061, 18.982830061681565, 23.079959947097887, 19.29085061874637, 57.90951112380588]",7,Container,52190.0,0,AUCKLAND
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'WELLINGTON']","[0.14852388096893243, 20.652145075013234, 53.69384697936718, 50.52647459176552, 249.47840904381025, 87.67796794917349]","[38.059315352227124, 40.956115238044035, 37.699077187501494, 40.884107450291125, 48.54816941092104, 43.46234388245341]",6,Bulker,32453.0,4,WELLINGTON
"['SUZHOU', 'QINGDAO', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'TAURANGA']","[0.09899690890205726, 50.425492012146954, 70.75709822895188, 16.162548319575574, 40.96231625230074, 86.02222429408019, 245.11137934990364]","[22.64365303510118, 19.92461870236647, 16.087446323501005, 16.307929074342024, 21.44693811741694, 51.936460568181964, 44.10894655999302]",7,Container,80225.0,0,TAURANGA
"['GROSSENSIEL', 'MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","[0.9189208499967174, 72.79934010938803, 181.28180018725695, 79.79887091734818, 94.22061962291797, 6.614953574425195, 338.2792307730884]","[34.35145676021096, 32.54634408116952, 41.8801584756688, 32.15036874340635, 20.93653725591791, 27.076508601926214, 31.590290689247745]",7,RoRo,27178.0,1,AUCKLAND
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'NELSON']","[0.1652530685060687, 40.24536607855087, 39.80070602214991, 2.830817005379828, 244.1613035729441]","[14.908328682600448, 29.52454560796845, 26.58459642953719, 14.824619145731875, 32.03944372287797]",5,Reefer,10617.0,0,NELSON
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.24566130106501038, 262.1869364688899, 124.75269352477788, 160.48268889956577, 95.30734979310182, 114.33550164062014, 105.46158907636413]","[25.670158565354175, 36.180202107067714, 27.05505173458021, 18.064333764054247, 29.351719699350948, 32.97087561027144, 59.448005543818454]",7,Container,50500.0,1,AUCKLAND
"['KAKINADA', 'KLANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'LYTTELTON']","[0.5212455481845091, 138.32872385145987, 49.07350835300604, 156.86344686724559, 286.97246003432224, 85.73931485110735, 315.9151826206652]","[68.09016628171551, 53.86548233582806, 51.12736371793194, 48.30689116420383, 51.59700839020027, 50.82932565198483, 48.19365881896784]",7,Tanker,50077.0,4,LYTTELTON
"['QINGDAO', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.25914523048183824, 79.85810744547923, 16.162548319575574, 40.96231625230074, 93.94248325432183, 281.8768112464407]","[26.51964223730116, 22.211121404743867, 16.88612702223169, 15.328914663656864, 25.204279450360733, 35.1378365471133]",6,Container,48109.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.27895663039682117, 79.4468137009062, 39.13023029884409, 45.455451140051, 5.307781885087177, 211.09241581229372, 121.24467812800619]","[15.653519739900087, 19.759692746070534, 22.250953594482535, 20.55506116321845, 20.89621738614894, 25.010707365548456, 46.55327176844978]",7,General Cargo,8378.0,2,AUCKLAND
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.17930380030861692, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 44.74213337912674, 256.7573061334593]","[13.50354791381244, 16.90082984104947, 16.14517832512686, 15.89752717451692, 16.64425336063839, 41.35847596765764, 36.80076470476615]",7,Container,41350.0,1,TAURANGA
"['SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.16762819477332735, 105.23304647525137, 4.615462508771459, 199.12325821468943, 95.30734979310182, 48.46077292392226, 159.4866257308935]","[21.89706689839292, 32.6082684164947, 18.939309479897602, 25.288939971645046, 36.816505053357425, 45.13085794972319, 57.91806887746342]",7,Container,47087.0,0,AUCKLAND
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.4656050463568, 222.99706201189144, 124.75269352477788, 114.05283799551796, 43.89695405154532, 107.5335557337717, 180.3053115000249]","[24.289128763221804, 26.01376326918598, 21.77608401563833, 34.869239465271484, 23.430376884528943, 39.42126065127823, 34.533619088321515]",7,Container,30136.0,1,TAURANGA
"['CRIST_BAL', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'TAURANGA']","[0.8021781040088853, 5.376955143521767, 56.75119356092218, 56.05576090500308, 304.0617099137667]","[19.578553036601942, 21.830556093443665, 30.803914121211466, 44.11248942590549, 41.514721488461554]",5,Container,30156.0,1,TAURANGA
"['SEATTLE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.3682691125104811, 281.9750144813104, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 202.84104509345127]","[20.091023491392377, 21.615725387979687, 20.187234485934166, 15.356049712230412, 34.6645661743998, 54.47291596819886, 40.336185754078265]",7,Container,99863.0,1,TAURANGA
"['MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'AUCKLAND']","[0.23828633074572525, 174.9410227013807, 88.22477688625665, 79.47405735554189, 9.426308843555903, 234.4389756860788, 339.69071296050316]","[20.011394448568755, 34.51088086044436, 43.18395620629948, 25.811369596890742, 25.09851512663299, 38.202138083565266, 45.50389039095727]",7,General Cargo,57949.0,1,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.2726088365564847, 17.31873139771512, 41.575471885297645, 60.53763848637109, 61.13166674053801, 4.615462508771459, 262.4080045350207]","[17.12092617779029, 18.327464247519245, 36.504282166321715, 19.820076579278307, 23.322092648690717, 33.059837814207675, 68.21580194083202]",7,Container,50567.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","[0.7631308215499704, 44.02477833557161, 21.613287158666907, 51.41351310615884, 94.51605208196338]","[24.635449188483676, 18.48365900978511, 24.37617604860525, 16.378540569061443, 12.983721054992989]",5,General Cargo,8378.0,2,AUCKLAND
"['SINGAPORE', 'LAEM CHABANG', 'TANJUNG PELEPAS', 'NEW PRIOK', 'AUCKLAND']","[0.8620454513506193, 90.85174551924091, 74.53105613629266, 80.34765047169532, 248.69530542241364]","[40.828529242682485, 27.995220930456412, 31.12454006828351, 43.16215842295084, 55.15605598730052]",5,RoRo,15068.0,0,AUCKLAND
"['NEW PRIOK', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'NELSON']","[0.3565473235991754, 217.02222483130862, 66.22442255752571, 70.87213233043643, 87.8420873177038]","[37.704443428231755, 46.29096614459428, 44.48719698691537, 45.62402112413387, 46.17398556052381]",5,Bulker,40481.0,4,NELSON
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.17962987841107836, 16.162548319575574, 40.96231625230074, 40.54394740145937, 245.11137934990364]","[21.291174216578064, 23.173813902670442, 19.61100947960504, 14.672599912852986, 21.489459982727187]",5,Container,51737.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TABOGUILLA', 'TAURANGA']","[0.29352388027258747, 19.82215935296263, 130.7496723052775, 61.42605974685685, 78.53432371272801, 2.8198351552224974, 333.0481086477313]","[17.793555591422088, 16.83492488248711, 18.323099031662814, 18.215977869378282, 23.667485208332536, 24.89153130199289, 34.012406526421906]",7,Container,35225.0,1,TAURANGA
"['FANGCHENGGANG', 'SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'TIMARU']","[0.36672328338594795, 73.79300136327036, 114.49540192216583, 175.51524194007476, 80.16501820384231, 88.76194335643352, 217.74037665629754]","[43.296262143001705, 39.76057187422527, 38.62359788800347, 44.68801137882784, 41.444999868508944, 40.51242757854043, 38.4011301534977]",7,General Cargo,37715.0,4,TIMARU
"['NEWARK', 'SAVANNAH', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.24318503607952624, 40.162010225192645, 74.96779637146477, 222.99706201189144, 124.75269352477788, 71.87632228284176, 247.46927930858857]","[19.387987869295742, 19.176871009947426, 14.588630144143087, 16.07221311754634, 18.765685236898335, 39.560943706998344, 39.902408234127876]",7,Container,35036.0,1,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'TAURANGA']","[0.3251881092688398, 8.196790298744265, 2.8198351552224974, 69.40002824494036, 74.47783825864782, 86.27652866352432, 379.0284140553301]","[25.083237527993496, 22.571704975454182, 19.624128225517882, 31.89765359384583, 27.841936608836935, 32.21317795985209, 42.97083159757562]",7,Container,35036.0,1,TAURANGA
"['KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.7203985101081498, 81.95672569384105, 18.58693056751191, 43.42453198331335, 90.66829223339376, 259.84485023978857]","[21.992501916365146, 25.5534416341071, 19.967615576513992, 22.845780851824443, 21.31411533450678, 58.99859627341454]",6,General Cargo,12303.0,0,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'KISARAZU', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.29990388397932044, 26.690206034161847, 28.813428509141474, 20.536158609309997, 77.81169708504085, 21.43335197840586, 227.5196535592407]","[25.847470087340287, 17.249667744048924, 14.376038033473037, 8.582193415509506, 12.834193549692413, 28.18009992577649, 38.591830456814776]",7,Reefer,12313.0,0,AUCKLAND
"['PYEONGTAEK', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'NEW PLYMOUTH']","[0.8619896320889513, 86.47886552668542, 44.58720257796369, 27.029048807764408, 333.8736620619904]","[40.1102881138189, 36.77652320267803, 37.933380471995235, 48.04512058792075, 41.03734685365354]",5,Tanker,45318.0,4,NEW PLYMOUTH
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.4749499343116623, 221.14604407501247, 124.75269352477788, 72.22882605892572, 57.246269881902336, 56.87582656101896, 138.5499873133143]","[18.049797357227064, 21.765425136256265, 23.136225148495367, 31.92387817486005, 20.07858928749749, 27.220065899230683, 31.304968273745544]",7,Container,26868.0,1,TAURANGA
"['NEWARK', 'SAVANNAH', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.2652486731908006, 41.65099150407172, 79.46716598343613, 222.99706201189144, 124.75269352477788, 57.1782364441288]","[20.627940152604662, 18.702593543187277, 15.25647971086612, 15.74958639633386, 21.556921018287106, 41.0915788678336]",6,Container,26868.0,1,TAURANGA
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[1.132971661885426, 38.49679113214948, 101.59737526153792, 120.14850116714146, 412.2192139860865]","[28.637376221448477, 17.30372381728505, 19.461954683389486, 27.537606286356624, 27.189269944983995]",5,Container,35225.0,1,TAURANGA
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.12388971717214892, 100.2854299680919, 132.9559167121065, 4.615462508771459, 262.4080045350207]","[24.27375407193304, 29.34095260449273, 30.522080307209517, 46.3451144625704, 42.3327720324989]",5,Container,69107.0,0,AUCKLAND
"['TIANJIN', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.490754809840769, 120.5703020417131, 89.60240657068988, 35.87934097004401, 22.20035790992614, 207.4360702799981, 125.5717570007944]","[20.92911356175654, 18.66747322497832, 15.851661302129429, 16.397523094252623, 15.24971892982509, 27.164761127871472, 43.657749217859454]",7,RoRo,14906.0,4,AUCKLAND
"['TACOMA', 'YOKOHAMA', 'APRA HARBOR', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'AUCKLAND']","[0.9078125224723459, 212.2422673252552, 121.55029635250501, 96.65723489714114, 53.160966780326476, 238.56493371343228, 153.62035446705272]","[34.210608438977616, 36.258621495387985, 29.296669504385207, 24.496293484717313, 24.85427228873379, 35.296177613687206, 59.278492171059014]",7,Container,26868.0,1,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.3736482981439815, 8.196790298744265, 221.14604407501247, 148.41505763164295, 61.28571350984122, 30.717242693342364, 235.1686647839057]","[15.064136015189845, 12.921928843856287, 13.035319154941392, 12.556707438645985, 22.238433083713385, 37.04541192662528, 33.92793480073838]",7,Container,53176.0,1,TAURANGA
"['SHENZHEN', 'HONG KONG', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.13969037439088128, 4.615462508771459, 21.402362491473518, 91.9686793187887, 245.11137934990364]","[17.016775114586537, 24.643904805335666, 21.331453071234673, 16.834766839191193, 16.14302758219261]",5,Container,30813.0,0,AUCKLAND
"['KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'AUCKLAND']","[0.18037328380894735, 65.19639683002026, 16.162548319575574, 67.27048885310184, 37.77340961915349, 190.32373473445318, 167.20337737788032]","[11.832591700072753, 17.473918335043493, 12.729900276767525, 10.929348615408653, 8.674671989391536, 23.955854387857617, 51.073319230325104]",7,Container,50604.0,0,AUCKLAND
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'KINGSTON', 'AUCKLAND']","[0.7349630370353146, 40.46087798626944, 167.61365002278882, 120.34952587595048, 162.54808804655562, 379.9647445134665]","[26.058682384928872, 27.796238614188756, 46.06170982072975, 28.772769722062133, 35.26652334113871, 56.16455050153184]",6,RoRo,28084.0,1,AUCKLAND
"['US SSI', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'AUCKLAND']","[0.686738382902206, 176.2952816813177, 6.614953574425195, 224.61954214948906, 151.6883888982866, 179.02923882345007]","[27.61211127117202, 34.68752682691658, 32.57103244748844, 36.049843986261294, 36.01388822380483, 42.04745256284427]",6,RoRo,23786.0,1,AUCKLAND
