ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['TIANJIN', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.5296020380519926, 120.5703020417131, 94.86527530047617, 30.97167736332411, 22.20035790992614, 219.5431899607895, 128.05690434507693]","[29.494593938238815, 26.486219570913327, 17.68707105730208, 16.93581502259401, 17.73026659212458, 29.273642171092877, 37.568995797580676]",7,RoRo,9491.0,4,AUCKLAND
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.5191844330681161, 222.99706201189144, 181.24643457614147, 81.66116494532676, 46.52432637359584, 31.859462601671936, 109.18127250574027]","[15.318817264002021, 12.169108054406843, 16.442880292783894, 27.238793172674416, 16.589867782859777, 22.622817236425572, 27.96255244251587]",7,Container,26947.0,1,TAURANGA
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.42853295690000515, 222.99706201189144, 182.33915352292792, 81.0270691041001, 37.467112452894796, 33.36529530145064, 100.75199728131803]","[18.560162612298853, 13.590026024440386, 15.791839229634341, 28.937221706486024, 15.922101937298759, 24.550726562979776, 29.828416830727885]",7,Container,43197.0,1,TAURANGA
"['LAUTOKA', 'SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.4685084290484982, 14.597847570404829, 59.41098820027019, 90.20799130845586, 18.456469595115713, 185.95306157633806, 219.72420365159084]","[30.3529315979561, 37.03232525157638, 24.238471598026837, 37.29464994311239, 18.49717134810375, 46.73660790885666, 57.11105163669006]",7,General Cargo,20202.0,2,AUCKLAND
"['SHENZHEN', 'HONG KONG', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.10287217893540057, 4.615462508771459, 21.402362491473518, 70.09331915024616, 190.32373473445318, 89.77824130414915, 174.57706655788436]","[16.30049353525208, 23.52363644084427, 13.281928382978403, 8.341155086691971, 11.575805338130632, 25.608494944591275, 36.31247109907901]",7,Container,51737.0,0,AUCKLAND
"['KUNSAN', 'SHANGHAI', 'SUZHOU', 'GAMCHEON', 'KANDA, FUKUOKA', 'GISBORNE']","[0.7790653860973813, 37.596990534663185, 34.62528034657309, 39.6956143778515, 16.210730398963644, 255.64523304223357]","[47.508257345260674, 47.507279644783445, 42.46302806513499, 47.15124675251643, 49.509733479557084, 62.86827852341835]",6,Passenger,36644.0,4,GISBORNE
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[1.2268686799123287, 20.65085025800573, 44.02477833557161, 21.613287158666907, 42.30022469719994, 13.832799411881844, 127.73815204747274]","[17.70081077328081, 16.548908871342203, 17.091278089998525, 29.45712423373977, 33.35870129454081, 22.525011221137245, 48.77834491902935]",7,General Cargo,8378.0,2,AUCKLAND
"['SINGAPORE', 'KLANG', 'NEW PRIOK', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'LYTTELTON']","[0.16209024898414848, 49.07350835300604, 69.37379629312262, 223.05061996551166, 38.86524778161345, 91.44201623368787, 140.68139865398746]","[48.675680889182644, 38.50550735657349, 41.67732695304543, 47.30162638757449, 61.80082822767115, 100.43201120500649, 63.254745264716405]",7,Tanker,45886.0,4,LYTTELTON
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.4328374773889816, 222.99706201189144, 151.29052111174664, 76.68677102350864, 58.02817056853381, 48.19894910464765, 119.93926698579965]","[17.12575361829004, 11.149952771444863, 16.7593853336714, 24.82925330001591, 20.955107488230354, 26.38372062827455, 30.876864540543504]",7,Container,26974.0,1,TAURANGA
"['BRISBANE', 'BOTANY', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'NOUMEA', 'TAURANGA']","[1.1868516858004328, 21.522523762801587, 85.90355957164648, 35.272998997969395, 37.934850256213466, 75.47377618442617, 140.77953932563543]","[25.95216687609267, 22.58208575005657, 26.90885186471996, 33.9046258964804, 24.519136450136592, 22.128824217284723, 46.94397057902168]",7,Container,13048.0,3,TAURANGA
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.4099298580693258, 222.99706201189144, 198.5937679114684, 69.18012035946694, 34.150068325805414, 31.251372780544706, 99.4429498993234]","[16.711653999084596, 12.013607875278069, 13.696411542083927, 26.554723761173154, 17.2516053067587, 25.43624329492648, 32.158675750360054]",7,Container,59266.0,1,TAURANGA
"['PYEONGTAEK', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.6236281767584291, 45.42810445256464, 44.93334817313138, 22.004292075635068, 18.126394727253018, 198.23240055639243, 78.96566229009007]","[12.052644449046905, 13.848138625798516, 11.547690472370906, 11.667745958713, 7.556788767486934, 13.068737398456548, 35.693229642729406]",7,RoRo,14906.0,0,AUCKLAND
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'AUCKLAND']","[0.1395716836882155, 27.66062225461552, 38.33175093046849, 16.162548319575574, 40.96231625230074, 263.24159665181946]","[19.853696598298754, 15.405887864845571, 20.144433858473903, 10.480270982073877, 13.137053199656375, 27.33041073599499]",6,Container,21206.0,0,AUCKLAND
"['SHENZHEN', 'XIAMEN', 'SHANGHAI', 'NINGBO', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.14554811047807847, 68.93755980508918, 56.17148869756189, 21.843873096281765, 254.2064356094037, 66.44742075873842, 136.3564240053222]","[13.417747715923149, 26.44016160606339, 27.431927631878867, 17.92320882827358, 26.557385885739194, 27.551126476276508, 48.2823433844596]",7,Container,50985.0,0,AUCKLAND
"['KINGSTON', 'CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.40931286033389, 58.985586684561056, 73.20215559856872, 105.06759425445412, 478.2124312673576, 92.00452032999232, 178.0616255319182]","[27.828929891460497, 19.56916559989631, 12.20018401869691, 12.70780324473023, 36.397251049902195, 43.10099791609747, 35.97145288256253]",7,Container,53093.0,1,TAURANGA
"['TOKYO', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.1769199007587765, 29.190246670576258, 33.27158024332616, 40.734384645501954, 41.83580589669765, 199.12325821468943, 205.26141219069018]","[14.088443178767236, 13.215668784365189, 25.792592694668436, 19.059146582003052, 14.753312634517128, 21.33226016632876, 54.26610936975385]",7,Container,39275.0,0,AUCKLAND
"['HONG KONG', 'BRISBANE', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.4281870867539237, 189.36231418455762, 186.99420000628245, 26.033899833525393, 9.227922923528034, 185.59994365819102, 210.8593900576782]","[21.907699845853855, 21.36925484559642, 20.036059307249626, 19.40876463376119, 18.154327982129853, 24.546358410717506, 45.01943365843266]",7,Passenger,578.0,3,AUCKLAND
"['RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.609969422123144, 56.13568818256219, 56.05576090500308, 52.497621477953444, 122.96024633971207, 392.42943254024846]","[29.63673534986007, 49.941147946189204, 46.323467433766304, 35.6676977925938, 30.54446772223871, 38.79056049213192]",6,Container,53139.0,1,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.44177442758349894, 8.196790298744265, 221.14604407501247, 124.75269352477788, 40.0952076361194, 23.507715860644158, 144.31253732569618]","[13.263313994232812, 10.142426170950118, 12.662039776618334, 15.379526763181943, 30.98652066683843, 20.136051578829107, 32.45178236081287]",7,Container,110387.0,1,TAURANGA
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'TAURANGA']","[0.06618511056112641, 24.632270193959762, 107.36069766069839, 4.615462508771459, 199.12325821468943, 199.38555372710954]","[14.636947703305246, 15.703884090894903, 14.615479190300569, 12.786122816374613, 43.0579695612507, 58.562814534259275]",6,Container,80409.0,0,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.5445910244026622, 8.196790298744265, 221.14604407501247, 124.75269352477788, 68.78255336193517, 21.86344701468456, 151.40773613085466]","[13.20808778629077, 12.772961569527913, 18.59412438330357, 19.746855462106073, 32.336500615026466, 19.30303885690521, 29.641143339901095]",7,Container,30189.0,1,TAURANGA
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.6999186478996491, 44.02477833557161, 21.613287158666907, 99.02718350249043, 18.456469595115713, 81.30436023026694, 165.15874378552593]","[17.81948168461656, 13.60220204773427, 24.815263649476854, 33.306289018002744, 12.154122050299616, 21.358506642186768, 51.45840682547305]",7,General Cargo,8378.0,2,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'HIROSHIMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.31927089176063594, 7.122202960328869, 17.085153523068563, 8.923079699193702, 24.7343437456554, 199.38612944101382, 140.00430419163033]","[26.290839595117564, 17.572720032073, 14.572021751377507, 9.594674877767114, 15.297723661824968, 21.491226309525718, 44.0080604791473]",7,RoRo,15089.0,0,AUCKLAND
"['BALTIMORE', 'US SSI', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'AUCKLAND']","[1.6845393135877171, 50.43832842705333, 76.14530102651395, 6.614953574425195, 224.61954214948906, 187.43553597426646]","[36.03877299577401, 31.212584851293677, 26.777455326172444, 24.533941667850296, 17.702149554892195, 30.188635454788812]",6,RoRo,31143.0,1,AUCKLAND
"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'AUCKLAND']","[0.42642991509411243, 8.632577713967148, 22.501857288467072, 33.73471957023741, 36.932802838248385, 29.50230729549515, 123.06469372961013]","[19.162712442867914, 23.771952107297537, 29.136148955807723, 21.77078164797037, 25.566501856648046, 27.98923633798749, 69.25226236591286]",7,Container,12502.0,3,AUCKLAND
"['QINGDAO', 'SHANGHAI', 'HONG KONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.4505538327505083, 36.118053664880215, 41.83580589669765, 199.12325821468943, 95.30734979310182, 25.81950454329173, 136.9783490388458]","[25.56979792391063, 18.87615398248723, 13.913679011635477, 30.21228284225282, 46.25206631100811, 44.90626839668189, 48.957480467236465]",7,Container,53124.0,0,TAURANGA
"['YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'SAIPAN', 'BRISBANE', 'AUCKLAND']","[0.3287197416294334, 21.20322455381922, 17.085153523068563, 73.11735707856927, 220.42938378203053, 68.44831070722472]","[24.016852378392155, 15.393230384919207, 11.554882898840075, 10.787612860864012, 22.098085212754388, 32.30631285654933]",6,RoRo,15068.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.16208181236586539, 50.93137826298647, 34.5789549591636, 44.35052646972319, 211.09241581229372, 79.14972649034796]","[18.740486091629304, 24.02145171075873, 22.25163231805312, 24.47742823887571, 28.784421954459873, 54.07534472302113]",6,General Cargo,14034.0,0,AUCKLAND
"['GAMCHEON', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'TAURANGA']","[0.08231933829712901, 29.68551981037469, 20.652145075013234, 67.6285775121228, 345.05993074630385]","[41.330355447283736, 45.814591955361166, 41.99393123262396, 64.20721792538889, 92.30385058410378]",5,Bulker,37187.0,4,TAURANGA
"['BUSAN NEW', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.8255656542207961, 401.67426171193864, 43.89233732066449, 57.61167065333524, 49.622234633919426, 27.767164121879013, 308.30551677050454]","[23.511435695311164, 26.221610290299175, 22.979102904971214, 37.59666969469931, 33.98304736707098, 37.4135926418902, 49.428775598176315]",7,Container,107978.0,1,TAURANGA
"['SINGAPORE', 'NEW PRIOK', 'FUZHOU', 'HONG KONG', 'BRISBANE', 'KEMBLA', 'LYTTELTON']","[0.1408548934603404, 35.87174295405234, 136.6576092506257, 70.8373978444067, 261.0129195516875, 121.78161362451897, 119.84385022360597]","[37.182019409563374, 39.37114478511699, 45.38777667978451, 46.127238360090374, 60.315767468597116, 109.5909540326683, 89.48243977845625]",7,Bulker,31728.0,4,LYTTELTON
"['MOKPO', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.39620988562437365, 33.76121326632723, 62.311147454366456, 30.066820504692338, 22.20035790992614, 199.71161363386568, 123.80107028367962]","[16.160625722841182, 17.204686049012302, 15.45848861337026, 11.78205224404635, 19.47994560202101, 33.82842560478109, 38.388165714275424]",7,RoRo,15068.0,0,AUCKLAND
"['LAE', 'MOTUKEA ISLAND', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.15277812636201382, 37.393233910415645, 78.20859937330947, 41.68572551303217, 109.31504488290967, 56.557013190322536, 170.1419972731664]","[27.883701940303332, 22.559601211595503, 23.393948932468426, 29.23587656038341, 27.46343378804848, 38.565959113439476, 61.928365349955]",7,General Cargo,40297.0,3,TAURANGA
"['HONG KONG', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.3429043830715073, 48.29970391151508, 48.515229870365516, 24.04939746477774, 17.381306025009263, 201.2981776121747, 183.00153199287953]","[20.8725961443638, 17.816192379016357, 15.919405901925728, 12.954247860514965, 16.70203024780204, 30.210959589836527, 34.96207329723394]",7,RoRo,16758.0,0,AUCKLAND
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.19321407838149085, 37.14882869401431, 59.4085395861913, 16.162548319575574, 40.96231625230074, 93.94248325432183, 245.11137934990364]","[18.96445022243666, 17.939089934844738, 14.42819424959441, 13.065489020884147, 10.153321769273868, 32.79808706295311, 55.27633697445991]",7,Container,65937.0,0,AUCKLAND
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.31648600984109154, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 36.24056794000994, 185.98386665543214]","[16.012021927025287, 16.52391710235136, 15.47881674713608, 14.681534514499218, 31.888509070342387, 24.514472235108563, 32.38857993537046]",7,Container,43123.0,1,TAURANGA
"['CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'CRIST_BAL', 'TABOGUILLA', 'RODMAN', 'TAURANGA']","[0.22033195387743842, 101.59737526153792, 105.71332957530376, 77.32008740147614, 8.196790298744265, 2.8198351552224974, 333.6848902733583]","[16.130366905987685, 16.009944043133235, 14.940306022485933, 15.061007363386505, 19.650548649699466, 26.819883348840765, 30.32910144046986]",7,Container,110387.0,1,TAURANGA
"['GROSSENSIEL', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'ROYAL', 'CRIST_BAL', 'AUCKLAND']","[0.9617445742738169, 56.631284470173526, 167.61365002278882, 65.59494884799591, 59.59405322557835, 40.57788909044831, 340.1593222901277]","[33.73496923782443, 25.788877991924963, 33.94793145482309, 22.071852479925983, 20.498469299827185, 35.51147877175845, 39.79249739731343]",7,RoRo,21856.0,1,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'TAURANGA']","[0.06884495152298409, 17.955693042313165, 56.46566740683959, 42.87808019912026, 4.615462508771459, 199.12325821468943, 142.768723591925]","[7.77591445127873, 24.76118011687394, 19.202950160032252, 17.85638349490463, 20.883711530967233, 41.990569685262805, 53.66323875531131]",7,Container,24646.0,0,TAURANGA
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[1.5200087398028659, 51.0354828968462, 100.76708284973053, 21.613287158666907, 42.30022469719994, 18.456469595115713, 102.51195267247597]","[23.172495040179207, 31.905176870082414, 23.248880609724534, 28.57329147630407, 35.740503419546904, 17.525812194499174, 47.49234687662945]",7,General Cargo,8378.0,2,AUCKLAND
"['ZHOUSHAN', 'GUANGZHOU', 'HONG KONG', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.24717613048399523, 40.96231625230074, 21.402362491473518, 199.12325821468943, 95.30734979310182, 122.17538357517887]","[26.944070242830335, 16.89566118040161, 11.360350510090502, 14.611002948399205, 30.12025554707907, 27.4836192152568]",6,Container,34362.0,0,AUCKLAND
"['BUSAN NEW', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.4799410460765179, 401.67426171193864, 44.719186252393065, 57.16094582127119, 69.682752761298, 78.59811392842956, 364.07380986101464]","[18.996862312583744, 25.102524144203855, 24.491633444771885, 42.08163338122993, 34.82029830250769, 32.643745144682775, 43.343406308572504]",7,Container,51653.0,1,TAURANGA
"['ZEEBRUGGE', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'ROYAL', 'TABOGUILLA', 'AUCKLAND']","[0.3252132259627265, 49.25894969405448, 174.9410227013807, 157.2887650953496, 125.68857465253483, 121.95465376769535, 353.06739386699394]","[17.683058237891096, 30.323484171224997, 43.880831312173534, 32.844876872671406, 43.725960649536056, 52.84924638683513, 59.13105685469898]",7,General Cargo,12303.0,1,AUCKLAND
"['INCHEON', 'SHANGHAI', 'SUZHOU', 'QINGDAO', 'NAPIER']","[0.39364374276040337, 33.05797294780061, 59.84922920278736, 37.928786493014655, 373.5806545707158]","[37.56851328943099, 39.15599081023822, 43.271547293242826, 63.992369490869834, 115.06783052936942]",5,Bulker,31807.0,4,NAPIER
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'AUCKLAND']","[0.28506684640322266, 16.162548319575574, 71.20050991091591, 61.388326895314435, 190.32373473445318, 67.38983167566971]","[23.998637246277998, 29.948853174033694, 18.95405311780013, 18.48648261893205, 26.632788484367907, 34.95288905909792]",6,Container,69653.0,0,AUCKLAND
"['CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'CRIST_BAL', 'TABOGUILLA', 'RODMAN', 'TAURANGA']","[0.27413252653568887, 101.59737526153792, 112.34537034856899, 77.32008740147614, 8.196790298744265, 2.8198351552224974, 333.6848902733583]","[18.33190434756558, 19.875745933735185, 17.166089150143222, 15.18373055474638, 21.120995952666313, 22.45554336049185, 28.080044554279763]",7,Container,43197.0,1,TAURANGA
"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","[0.29077851226293494, 8.632577713967148, 50.28746690100662, 41.23684109363261, 114.5533481721531, 120.3167705454958, 143.67139905061123]","[25.19857956848697, 20.565752880269002, 18.397967755650864, 38.08348361828316, 23.909283779545202, 40.14759203909695, 39.40804480409071]",7,Container,13048.0,3,TAURANGA
"['MOTUKEA ISLAND', 'LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'NOUMEA', 'TAURANGA']","[0.1652431056146506, 128.4179195033703, 8.632577713967148, 59.775734141882644, 67.21119839530473, 58.7993099980076, 181.64913217763174]","[23.175015222208014, 31.477808525965926, 22.45949693905292, 20.378196462257954, 23.08964368368703, 32.21477077900748, 38.22046545047514]",7,Container,12502.0,3,TAURANGA
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.40968034816649324, 222.99706201189144, 159.8451055779258, 64.60165784336489, 36.5297308329368, 63.879715881315406]","[12.911376327146675, 10.763990634938772, 14.861195310316228, 26.739429541639335, 15.559833963115171, 24.868903359542035]",6,Container,53160.0,1,TAURANGA
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[1.3207665265465733, 37.11571211708826, 52.26386170442487, 21.613287158666907, 55.14082842638604, 18.456469595115713, 169.4342239267823]","[17.777568130891584, 22.550842554788186, 14.691343921299028, 28.637510112213764, 40.795516924419765, 18.865395555400035, 49.919856257082735]",7,General Cargo,5642.0,2,AUCKLAND
"['SAKAIDE', 'MIZUSHIMA', 'HIROSHIMA', 'KISARAZU', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.29912593985002345, 15.42715216384801, 9.587167368878177, 24.7343437456554, 6.955998605501435, 198.23240055639243, 128.51111368234587]","[15.736582320051209, 13.902297089527224, 15.108891243227369, 12.152933596966836, 20.095670797652346, 16.20409181926812, 44.89958463533764]",7,RoRo,12988.0,0,AUCKLAND
"['GUANGZHOU', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.4648036629820491, 126.29563587654175, 153.8605548856906, 85.9727580656938, 31.49817369715452, 86.2107799916098, 130.87725757411354]","[29.845037427084783, 25.10327703744631, 20.299466780009134, 24.88222950646131, 24.15985180800085, 23.64620109442711, 30.396674581393313]",7,RoRo,22815.0,0,AUCKLAND
"['YIZHENG', 'DANGJIN', 'ONSAN', 'DAESAN', 'YOSU', 'NEWCASTLE', 'NEW PLYMOUTH']","[0.7107887302708373, 53.25314731772847, 89.12784872814798, 30.979417830115054, 20.40725273076998, 300.67983186451363, 271.80214464192727]","[30.72415141107801, 27.20306613838067, 37.61502263713357, 47.33690511385185, 32.13339251693983, 18.326544112319255, 41.80687717586792]",7,Tanker,49669.0,0,NEW PLYMOUTH
"['SRIRACHA', 'SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'AUCKLAND']","[0.18013981547513724, 69.62096976744874, 27.028785819856918, 170.4044543097096, 67.38983167566971]","[26.36857518710581, 17.60427554873413, 26.396475171573428, 26.059124336403094, 28.182117926907743]",5,Container,69107.0,0,AUCKLAND
"['ELIZABETH', 'DURBAN', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.7389042659038922, 72.62524708671273, 276.2659696273183, 92.27075570997413, 199.2648083477897]","[31.24803390793039, 37.771658359658204, 28.761680536016794, 55.52745416858962, 63.42968607095105]",5,RoRo,14906.0,4,AUCKLAND
"['SHANGHAI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.24543341156708576, 42.743120956834005, 15.115278065603558, 9.931072910293556, 8.365632878297534, 199.38612944101382, 125.542213228215]","[15.60413523155147, 13.50832925464607, 14.103480803450706, 12.50875823288087, 20.699270789466855, 19.35378179344412, 48.37057018093228]",7,RoRo,18481.0,0,AUCKLAND
"['PYEONGTAEK', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'GISBORNE']","[0.32425077026953053, 33.057972947800614, 20.652145075013234, 53.69384697936718, 364.8658309589212]","[39.46707906154686, 46.2210909158278, 52.47063251772082, 49.36010893310265, 62.64067757949376]",5,Bulker,28195.0,4,GISBORNE
"['HIROSHIMA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.33378090152260986, 13.82588138247956, 10.775403331765695, 9.247489868531904, 198.23240055639243, 225.65654023716436]","[29.20951485937946, 19.74934296702388, 15.39208251962545, 10.917160679222206, 20.502145306630105, 32.68467864447049]",6,RoRo,14906.0,0,AUCKLAND
"['PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.31446744282198, 124.75269352477788, 102.69081246533136, 64.63682593919359, 45.35979685134062, 81.89594354864074]","[14.420781156436732, 23.050672993253066, 26.529800372284846, 39.98511755717067, 19.454326301769836, 30.986376164155352]",6,Container,26868.0,1,TAURANGA
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.2855731778237929, 222.99706201189144, 124.75269352477788, 93.5957058960843, 64.06010329872541, 25.81950454329173, 81.89594354864074]","[21.397202568615363, 16.51308074254757, 20.13594140447209, 21.28559751186249, 14.076807373844709, 15.464715444152802, 30.57159936807928]",7,Container,22314.0,2,TAURANGA
"['HONG KONG', 'BRISBANE', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'AUCKLAND']","[0.5515000727692745, 211.09241581229372, 215.31601601018224, 18.58693056751191, 136.9198966415831, 279.0648620243332]","[32.0658272955357, 28.49905130363684, 44.57612041292725, 34.57769266392255, 60.817025826097726, 58.566643905201545]",6,General Cargo,38191.0,4,AUCKLAND
"['NOUMEA', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'AUCKLAND']","[1.1723067913177627, 212.2030987073331, 41.24011194839898, 37.91240593308088, 247.22226696869873]","[28.2870429723691, 26.677592337466177, 23.79926466167682, 18.54662699635244, 22.315601901556025]",5,RoRo,12988.0,0,AUCKLAND
"['MOTUKEA ISLAND', 'LAE', 'NAPA NAPA', 'YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'TAURANGA']","[0.1660218755912335, 46.23622841625718, 46.23622841625718, 217.11526014894187, 20.914539088571228, 95.1785427514278, 354.9808307968981]","[46.224110410456014, 39.85957555510975, 44.26717259498736, 38.849080374118316, 39.949995841417746, 50.737154457136945, 93.1087581419156]",7,Bulker,31702.0,3,TAURANGA
"['QINGDAO', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.5462241761677828, 26.422573404472462, 83.54032874354617, 2.830817005379828, 184.8321152806208, 48.20581850031823, 95.10047114596456]","[24.360087462607147, 17.42131520811592, 11.259241714564306, 19.706182055382353, 28.33090018855972, 29.14051634418187, 51.55863868898383]",7,Reefer,12313.0,0,AUCKLAND
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'WELLINGTON']","[0.2943520261814121, 20.652145075013234, 53.69384697936718, 59.56963375699183, 336.0323486923743]","[48.283936135341605, 53.08735301349872, 45.43913176370176, 56.500021562631765, 75.12929972226547]",5,Bulker,40481.0,4,WELLINGTON
"['MARCHWOOD', 'BALTIMORE', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'AUCKLAND']","[0.868722260789246, 167.61365002278882, 35.07105936959918, 102.15039627099978, 6.614953574425195, 224.61954214948906, 291.00653839650516]","[21.488061087822643, 41.241129308664064, 26.852288904069756, 27.14501683880309, 29.313572262772524, 34.344491872394045, 32.21428599987396]",7,RoRo,31143.0,1,AUCKLAND
"['TOKYO', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.12152086120560712, 27.619104364883988, 74.35938054611357, 62.70270342857433, 41.83580589669765, 279.62142882117536, 195.08108105042908]","[14.145946465382618, 15.678919093480346, 31.233838404830415, 14.419237880208547, 14.884246333627951, 29.92643708559944, 61.10251282280016]",7,Container,30813.0,0,AUCKLAND
